code,title,Level,Hierarchical_structure,parent,soc2d,soc3d,soc5d,soc6d
49-3051,Motorboat Mechanics and Service Technicians,6,Detailed,49-3050,49-0000,49-3000,49-3050,49-3051
49-3052,Motorcycle Mechanics,6,Detailed,49-3050,49-0000,49-3000,49-3050,49-3052
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,6,Detailed,49-3050,49-0000,49-3000,49-3050,49-3053
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",5,Broad,49-3000,49-0000,49-3000,49-3090,NA
49-3091,Bicycle Repairers,6,Detailed,49-3090,49-0000,49-3000,49-3090,49-3091
49-3092,Recreational Vehicle Service Technicians,6,Detailed,49-3090,49-0000,49-3000,49-3090,49-3092
49-3093,Tire Repairers and Changers,6,Detailed,49-3090,49-0000,49-3000,49-3090,49-3093
49-9000,"Other Installation, Maintenance, and Repair Occupations",3,Minor,49-0000,49-0000,49-9000,NA,NA
49-9010,Control and Valve Installers and Repairers,5,Broad,49-9000,49-0000,49-9000,49-9010,NA
49-9011,Mechanical Door Repairers,6,Detailed,49-9010,49-0000,49-9000,49-9010,49-9011
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",6,Detailed,49-9010,49-0000,49-9000,49-9010,49-9012
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",5,Broad,49-9000,49-0000,49-9000,49-9020,NA
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",6,Detailed,49-9020,49-0000,49-9000,49-9020,49-9021
49-9030,Home Appliance Repairers,5,Broad,49-9000,49-0000,49-9000,49-9030,NA
49-9031,Home Appliance Repairers,6,Detailed,49-9030,49-0000,49-9000,49-9030,49-9031
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",5,Broad,49-9000,49-0000,49-9000,49-9040,NA
49-9041,Industrial Machinery Mechanics,6,Detailed,49-9040,49-0000,49-9000,49-9040,49-9041
49-9043,"Maintenance Workers, Machinery",6,Detailed,49-9040,49-0000,49-9000,49-9040,49-9043
49-9044,Millwrights,6,Detailed,49-9040,49-0000,49-9000,49-9040,49-9044
49-9045,"Refractory Materials Repairers, Except Brickmasons",6,Detailed,49-9040,49-0000,49-9000,49-9040,49-9045
49-9050,Line Installers and Repairers,5,Broad,49-9000,49-0000,49-9000,49-9050,NA
49-9051,Electrical Power-Line Installers and Repairers,6,Detailed,49-9050,49-0000,49-9000,49-9050,49-9051
49-9052,Telecommunications Line Installers and Repairers,6,Detailed,49-9050,49-0000,49-9000,49-9050,49-9052
49-9060,Precision Instrument and Equipment Repairers,5,Broad,49-9000,49-0000,49-9000,49-9060,NA
49-9061,Camera and Photographic Equipment Repairers,6,Detailed,49-9060,49-0000,49-9000,49-9060,49-9061
49-9062,Medical Equipment Repairers,6,Detailed,49-9060,49-0000,49-9000,49-9060,49-9062
49-9063,Musical Instrument Repairers and Tuners,6,Detailed,49-9060,49-0000,49-9000,49-9060,49-9063
49-9064,Watch and Clock Repairers,6,Detailed,49-9060,49-0000,49-9000,49-9060,49-9064
49-9069,"Precision Instrument and Equipment Repairers, All Other",6,Detailed,49-9060,49-0000,49-9000,49-9060,49-9069
49-9070,"Maintenance and Repair Workers, General",5,Broad,49-9000,49-0000,49-9000,49-9070,NA
49-9071,"Maintenance and Repair Workers, General",6,Detailed,49-9070,49-0000,49-9000,49-9070,49-9071
49-9080,Wind Turbine Service Technicians,5,Broad,49-9000,49-0000,49-9000,49-9080,NA
49-9081,Wind Turbine Service Technicians,6,Detailed,49-9080,49-0000,49-9000,49-9080,49-9081
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",5,Broad,49-9000,49-0000,49-9000,49-9090,NA
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9091
49-9092,Commercial Divers,6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9092
49-9094,Locksmiths and Safe Repairers,6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9094
49-9095,Manufactured Building and Mobile Home Installers,6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9095
49-9096,Riggers,6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9096
49-9097,Signal and Track Switch Repairers,6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9097
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9098
49-9099,"Installation, Maintenance, and Repair Workers, All Other",6,Detailed,49-9090,49-0000,49-9000,49-9090,49-9099
51-0000,Production Occupations,2,Major,NA,51-0000,NA,NA,NA
51-1000,Supervisors of Production Workers,3,Minor,51-0000,51-0000,51-1000,NA,NA
51-1010,First-Line Supervisors of Production and Operating Workers,5,Broad,51-1000,51-0000,51-1000,51-1010,NA
51-1011,First-Line Supervisors of Production and Operating Workers,6,Detailed,51-1010,51-0000,51-1000,51-1010,51-1011
51-2000,Assemblers and Fabricators,3,Minor,51-0000,51-0000,51-2000,NA,NA
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",5,Broad,51-2000,51-0000,51-2000,51-2010,NA
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",6,Detailed,51-2010,51-0000,51-2000,51-2010,51-2011
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",5,Broad,51-2000,51-0000,51-2000,51-2020,NA
51-2021,"Coil Winders, Tapers, and Finishers",6,Detailed,51-2020,51-0000,51-2000,51-2020,51-2021
51-2022,Electrical and Electronic Equipment Assemblers,6,Detailed,51-2020,51-0000,51-2000,51-2020,51-2022
51-2023,Electromechanical Equipment Assemblers,6,Detailed,51-2020,51-0000,51-2000,51-2020,51-2023
51-2030,Engine and Other Machine Assemblers,5,Broad,51-2000,51-0000,51-2000,51-2030,NA
51-2031,Engine and Other Machine Assemblers,6,Detailed,51-2030,51-0000,51-2000,51-2030,51-2031
51-2040,Structural Metal Fabricators and Fitters,5,Broad,51-2000,51-0000,51-2000,51-2040,NA
51-2041,Structural Metal Fabricators and Fitters,6,Detailed,51-2040,51-0000,51-2000,51-2040,51-2041
51-2050,Fiberglass Laminators and Fabricators,5,Broad,51-2000,51-0000,51-2000,51-2050,NA
51-2051,Fiberglass Laminators and Fabricators,6,Detailed,51-2050,51-0000,51-2000,51-2050,51-2051
51-2060,Timing Device Assemblers and Adjusters,5,Broad,51-2000,51-0000,51-2000,51-2060,NA
51-2061,Timing Device Assemblers and Adjusters,6,Detailed,51-2060,51-0000,51-2000,51-2060,51-2061
51-2090,Miscellaneous Assemblers and Fabricators,5,Broad,51-2000,51-0000,51-2000,51-2090,NA
51-2092,Team Assemblers,6,Detailed,51-2090,51-0000,51-2000,51-2090,51-2092
51-2099,"Assemblers and Fabricators, All Other",6,Detailed,51-2090,51-0000,51-2000,51-2090,51-2099
51-3000,Food Processing Workers,3,Minor,51-0000,51-0000,51-3000,NA,NA
51-3010,Bakers,5,Broad,51-3000,51-0000,51-3000,51-3010,NA
51-3011,Bakers,6,Detailed,51-3010,51-0000,51-3000,51-3010,51-3011
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",5,Broad,51-3000,51-0000,51-3000,51-3020,NA
51-3021,Butchers and Meat Cutters,6,Detailed,51-3020,51-0000,51-3000,51-3020,51-3021
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",6,Detailed,51-3020,51-0000,51-3000,51-3020,51-3022
51-3023,Slaughterers and Meat Packers,6,Detailed,51-3020,51-0000,51-3000,51-3020,51-3023
51-3090,Miscellaneous Food Processing Workers,5,Broad,51-3000,51-0000,51-3000,51-3090,NA
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",6,Detailed,51-3090,51-0000,51-3000,51-3090,51-3091
51-3092,Food Batchmakers,6,Detailed,51-3090,51-0000,51-3000,51-3090,51-3092
51-3093,Food Cooking Machine Operators and Tenders,6,Detailed,51-3090,51-0000,51-3000,51-3090,51-3093
51-3099,"Food Processing Workers, All Other",6,Detailed,51-3090,51-0000,51-3000,51-3090,51-3099
51-4000,Metal Workers and Plastic Workers,3,Minor,51-0000,51-0000,51-4000,NA,NA
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",5,Broad,51-4000,51-0000,51-4000,51-4020,NA
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4020,51-0000,51-4000,51-4020,51-4021
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4020,51-0000,51-4000,51-4020,51-4022
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4020,51-0000,51-4000,51-4020,51-4023
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",5,Broad,51-4000,51-0000,51-4000,51-4030,NA
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4030,51-0000,51-4000,51-4030,51-4031
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4030,51-0000,51-4000,51-4030,51-4032
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4030,51-0000,51-4000,51-4030,51-4033
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4030,51-0000,51-4000,51-4030,51-4034
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4030,51-0000,51-4000,51-4030,51-4035
51-4040,Machinists,5,Broad,51-4000,51-0000,51-4000,51-4040,NA
51-4041,Machinists,6,Detailed,51-4040,51-0000,51-4000,51-4040,51-4041
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",5,Broad,51-4000,51-0000,51-4000,51-4050,NA
51-4051,Metal-Refining Furnace Operators and Tenders,6,Detailed,51-4050,51-0000,51-4000,51-4050,51-4051
51-4052,"Pourers and Casters, Metal",6,Detailed,51-4050,51-0000,51-4000,51-4050,51-4052
51-4060,"Model Makers and Patternmakers, Metal and Plastic",5,Broad,51-4000,51-0000,51-4000,51-4060,NA
51-4061,"Model Makers, Metal and Plastic",6,Detailed,51-4060,51-0000,51-4000,51-4060,51-4061
51-4062,"Patternmakers, Metal and Plastic",6,Detailed,51-4060,51-0000,51-4000,51-4060,51-4062
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",5,Broad,51-4000,51-0000,51-4000,51-4070,NA
51-4071,Foundry Mold and Coremakers,6,Detailed,51-4070,51-0000,51-4000,51-4070,51-4071
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4070,51-0000,51-4000,51-4070,51-4072
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5,Broad,51-4000,51-0000,51-4000,51-4080,NA
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4080,51-0000,51-4000,51-4080,51-4081
51-4110,Tool and Die Makers,5,Broad,51-4000,51-0000,51-4000,51-4110,NA
51-4111,Tool and Die Makers,6,Detailed,51-4110,51-0000,51-4000,51-4110,51-4111
51-4120,"Welding, Soldering, and Brazing Workers",5,Broad,51-4000,51-0000,51-4000,51-4120,NA
51-4121,"Welders, Cutters, Solderers, and Brazers",6,Detailed,51-4120,51-0000,51-4000,51-4120,51-4121
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",6,Detailed,51-4120,51-0000,51-4000,51-4120,51-4122
51-4190,Miscellaneous Metal Workers and Plastic Workers,5,Broad,51-4000,51-0000,51-4000,51-4190,NA
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4190,51-0000,51-4000,51-4190,51-4191
51-4192,"Layout Workers, Metal and Plastic",6,Detailed,51-4190,51-0000,51-4000,51-4190,51-4192
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",6,Detailed,51-4190,51-0000,51-4000,51-4190,51-4193
51-4194,"Tool Grinders, Filers, and Sharpeners",6,Detailed,51-4190,51-0000,51-4000,51-4190,51-4194
51-4199,"Metal Workers and Plastic Workers, All Other",6,Detailed,51-4190,51-0000,51-4000,51-4190,51-4199
51-5100,Printing Workers,3,Minor,51-0000,51-0000,51-5100,NA,NA
51-5110,Printing Workers,5,Broad,51-5100,51-0000,51-5100,51-5110,NA
51-5111,Prepress Technicians and Workers,6,Detailed,51-5110,51-0000,51-5100,51-5110,51-5111
51-5112,Printing Press Operators,6,Detailed,51-5110,51-0000,51-5100,51-5110,51-5112
51-5113,Print Binding and Finishing Workers,6,Detailed,51-5110,51-0000,51-5100,51-5110,51-5113
51-6000,"Textile, Apparel, and Furnishings Workers",3,Minor,51-0000,51-0000,51-6000,NA,NA
51-6010,Laundry and Dry-Cleaning Workers,5,Broad,51-6000,51-0000,51-6000,51-6010,NA
51-6011,Laundry and Dry-Cleaning Workers,6,Detailed,51-6010,51-0000,51-6000,51-6010,51-6011
51-6020,"Pressers, Textile, Garment, and Related Materials",5,Broad,51-6000,51-0000,51-6000,51-6020,NA
51-6021,"Pressers, Textile, Garment, and Related Materials",6,Detailed,51-6020,51-0000,51-6000,51-6020,51-6021
51-6030,Sewing Machine Operators,5,Broad,51-6000,51-0000,51-6000,51-6030,NA
51-6031,Sewing Machine Operators,6,Detailed,51-6030,51-0000,51-6000,51-6030,51-6031
51-6040,Shoe and Leather Workers,5,Broad,51-6000,51-0000,51-6000,51-6040,NA
51-6041,Shoe and Leather Workers and Repairers,6,Detailed,51-6040,51-0000,51-6000,51-6040,51-6041
51-6042,Shoe Machine Operators and Tenders,6,Detailed,51-6040,51-0000,51-6000,51-6040,51-6042
51-6050,"Tailors, Dressmakers, and Sewers",5,Broad,51-6000,51-0000,51-6000,51-6050,NA
51-6051,"Sewers, Hand",6,Detailed,51-6050,51-0000,51-6000,51-6050,51-6051
51-6052,"Tailors, Dressmakers, and Custom Sewers",6,Detailed,51-6050,51-0000,51-6000,51-6050,51-6052
51-6060,"Textile Machine Setters, Operators, and Tenders",5,Broad,51-6000,51-0000,51-6000,51-6060,NA
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,6,Detailed,51-6060,51-0000,51-6000,51-6060,51-6061
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",6,Detailed,51-6060,51-0000,51-6000,51-6060,51-6062
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",6,Detailed,51-6060,51-0000,51-6000,51-6060,51-6063
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",6,Detailed,51-6060,51-0000,51-6000,51-6060,51-6064
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",5,Broad,51-6000,51-0000,51-6000,51-6090,NA
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",6,Detailed,51-6090,51-0000,51-6000,51-6090,51-6091
51-6092,Fabric and Apparel Patternmakers,6,Detailed,51-6090,51-0000,51-6000,51-6090,51-6092
51-6093,Upholsterers,6,Detailed,51-6090,51-0000,51-6000,51-6090,51-6093
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",6,Detailed,51-6090,51-0000,51-6000,51-6090,51-6099
51-7000,Woodworkers,3,Minor,51-0000,51-0000,51-7000,NA,NA
51-7010,Cabinetmakers and Bench Carpenters,5,Broad,51-7000,51-0000,51-7000,51-7010,NA
51-7011,Cabinetmakers and Bench Carpenters,6,Detailed,51-7010,51-0000,51-7000,51-7010,51-7011
51-7020,Furniture Finishers,5,Broad,51-7000,51-0000,51-7000,51-7020,NA
51-7021,Furniture Finishers,6,Detailed,51-7020,51-0000,51-7000,51-7020,51-7021
51-7030,"Model Makers and Patternmakers, Wood",5,Broad,51-7000,51-0000,51-7000,51-7030,NA
51-7031,"Model Makers, Wood",6,Detailed,51-7030,51-0000,51-7000,51-7030,51-7031
51-7032,"Patternmakers, Wood",6,Detailed,51-7030,51-0000,51-7000,51-7030,51-7032
51-7040,"Woodworking Machine Setters, Operators, and Tenders",5,Broad,51-7000,51-0000,51-7000,51-7040,NA
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",6,Detailed,51-7040,51-0000,51-7000,51-7040,51-7041
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",6,Detailed,51-7040,51-0000,51-7000,51-7040,51-7042
51-7090,Miscellaneous Woodworkers,5,Broad,51-7000,51-0000,51-7000,51-7090,NA
51-7099,"Woodworkers, All Other",6,Detailed,51-7090,51-0000,51-7000,51-7090,51-7099
51-8000,Plant and System Operators,3,Minor,51-0000,51-0000,51-8000,NA,NA
51-8010,"Power Plant Operators, Distributors, and Dispatchers",5,Broad,51-8000,51-0000,51-8000,51-8010,NA
51-8011,Nuclear Power Reactor Operators,6,Detailed,51-8010,51-0000,51-8000,51-8010,51-8011
51-8012,Power Distributors and Dispatchers,6,Detailed,51-8010,51-0000,51-8000,51-8010,51-8012
51-8013,Power Plant Operators,6,Detailed,51-8010,51-0000,51-8000,51-8010,51-8013
51-8020,Stationary Engineers and Boiler Operators,5,Broad,51-8000,51-0000,51-8000,51-8020,NA
51-8021,Stationary Engineers and Boiler Operators,6,Detailed,51-8020,51-0000,51-8000,51-8020,51-8021
51-8030,Water and Wastewater Treatment Plant and System Operators,5,Broad,51-8000,51-0000,51-8000,51-8030,NA
51-8031,Water and Wastewater Treatment Plant and System Operators,6,Detailed,51-8030,51-0000,51-8000,51-8030,51-8031
51-8090,Miscellaneous Plant and System Operators,5,Broad,51-8000,51-0000,51-8000,51-8090,NA
51-8091,Chemical Plant and System Operators,6,Detailed,51-8090,51-0000,51-8000,51-8090,51-8091
51-8092,Gas Plant Operators,6,Detailed,51-8090,51-0000,51-8000,51-8090,51-8092
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",6,Detailed,51-8090,51-0000,51-8000,51-8090,51-8093
51-8099,"Plant and System Operators, All Other",6,Detailed,51-8090,51-0000,51-8000,51-8090,51-8099
51-9000,Other Production Occupations,3,Minor,51-0000,51-0000,51-9000,NA,NA
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",5,Broad,51-9000,51-0000,51-9000,51-9010,NA
51-9011,Chemical Equipment Operators and Tenders,6,Detailed,51-9010,51-0000,51-9000,51-9010,51-9011
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",6,Detailed,51-9010,51-0000,51-9000,51-9010,51-9012
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",5,Broad,51-9000,51-0000,51-9000,51-9020,NA
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",6,Detailed,51-9020,51-0000,51-9000,51-9020,51-9021
51-9022,"Grinding and Polishing Workers, Hand",6,Detailed,51-9020,51-0000,51-9000,51-9020,51-9022
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",6,Detailed,51-9020,51-0000,51-9000,51-9020,51-9023
51-9030,Cutting Workers,5,Broad,51-9000,51-0000,51-9000,51-9030,NA
51-9031,"Cutters and Trimmers, Hand",6,Detailed,51-9030,51-0000,51-9000,51-9030,51-9031
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",6,Detailed,51-9030,51-0000,51-9000,51-9030,51-9032
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",5,Broad,51-9000,51-0000,51-9000,51-9040,NA
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",6,Detailed,51-9040,51-0000,51-9000,51-9040,51-9041
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",5,Broad,51-9000,51-0000,51-9000,51-9050,NA
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",6,Detailed,51-9050,51-0000,51-9000,51-9050,51-9051
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",5,Broad,51-9000,51-0000,51-9000,51-9060,NA
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",6,Detailed,51-9060,51-0000,51-9000,51-9060,51-9061
51-9070,Jewelers and Precious Stone and Metal Workers,5,Broad,51-9000,51-0000,51-9000,51-9070,NA
51-9071,Jewelers and Precious Stone and Metal Workers,6,Detailed,51-9070,51-0000,51-9000,51-9070,51-9071
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,5,Broad,51-9000,51-0000,51-9000,51-9080,NA
51-9081,Dental Laboratory Technicians,6,Detailed,51-9080,51-0000,51-9000,51-9080,51-9081
51-9082,Medical Appliance Technicians,6,Detailed,51-9080,51-0000,51-9000,51-9080,51-9082
51-9083,Ophthalmic Laboratory Technicians,6,Detailed,51-9080,51-0000,51-9000,51-9080,51-9083
51-9110,Packaging and Filling Machine Operators and Tenders,5,Broad,51-9000,51-0000,51-9000,51-9110,NA
51-9111,Packaging and Filling Machine Operators and Tenders,6,Detailed,51-9110,51-0000,51-9000,51-9110,51-9111
51-9120,Painting Workers,5,Broad,51-9000,51-0000,51-9000,51-9120,NA
51-9123,"Painting, Coating, and Decorating Workers",6,Detailed,51-9120,51-0000,51-9000,51-9120,51-9123
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",6,Detailed,51-9120,51-0000,51-9000,51-9120,51-9124
51-9140,Semiconductor Processing Technicians,5,Broad,51-9000,51-0000,51-9000,51-9140,NA
51-9141,Semiconductor Processing Technicians,6,Detailed,51-9140,51-0000,51-9000,51-9140,51-9141
51-9150,Photographic Process Workers and Processing Machine Operators,5,Broad,51-9000,51-0000,51-9000,51-9150,NA
51-9151,Photographic Process Workers and Processing Machine Operators,6,Detailed,51-9150,51-0000,51-9000,51-9150,51-9151
51-9160,Computer Numerically Controlled Tool Operators and Programmers,5,Broad,51-9000,51-0000,51-9000,51-9160,NA
51-9161,Computer Numerically Controlled Tool Operators,6,Detailed,51-9160,51-0000,51-9000,51-9160,51-9161
51-9162,Computer Numerically Controlled Tool Programmers,6,Detailed,51-9160,51-0000,51-9000,51-9160,51-9162
51-9190,Miscellaneous Production Workers,5,Broad,51-9000,51-0000,51-9000,51-9190,NA
51-9191,Adhesive Bonding Machine Operators and Tenders,6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9191
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9192
51-9193,Cooling and Freezing Equipment Operators and Tenders,6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9193
51-9194,Etchers and Engravers,6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9194
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9195
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9196
51-9197,Tire Builders,6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9197
51-9198,Helpers--Production Workers,6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9198
51-9199,"Production Workers, All Other",6,Detailed,51-9190,51-0000,51-9000,51-9190,51-9199
53-0000,Transportation and Material Moving Occupations,2,Major,NA,53-0000,NA,NA,NA
53-1000,Supervisors of Transportation and Material Moving Workers,3,Minor,53-0000,53-0000,53-1000,NA,NA
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,5,Broad,53-1000,53-0000,53-1000,53-1040,NA
53-1041,Aircraft Cargo Handling Supervisors,6,Detailed,53-1040,53-0000,53-1000,53-1040,53-1041
53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",6,Detailed,53-1040,53-0000,53-1000,53-1040,53-1042
53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,6,Detailed,53-1040,53-0000,53-1000,53-1040,53-1043
53-1044,First-Line Supervisors of Passenger Attendants,6,Detailed,53-1040,53-0000,53-1000,53-1040,53-1044
53-1049,"First-Line Supervisors of Transportation Workers, All Other",6,Detailed,53-1040,53-0000,53-1000,53-1040,53-1049
53-2000,Air Transportation Workers,3,Minor,53-0000,53-0000,53-2000,NA,NA
53-2010,Aircraft Pilots and Flight Engineers,5,Broad,53-2000,53-0000,53-2000,53-2010,NA
53-2011,"Airline Pilots, Copilots, and Flight Engineers",6,Detailed,53-2010,53-0000,53-2000,53-2010,53-2011
53-2012,Commercial Pilots,6,Detailed,53-2010,53-0000,53-2000,53-2010,53-2012
53-2020,Air Traffic Controllers and Airfield Operations Specialists,5,Broad,53-2000,53-0000,53-2000,53-2020,NA
53-2021,Air Traffic Controllers,6,Detailed,53-2020,53-0000,53-2000,53-2020,53-2021
53-2022,Airfield Operations Specialists,6,Detailed,53-2020,53-0000,53-2000,53-2020,53-2022
53-2030,Flight Attendants,5,Broad,53-2000,53-0000,53-2000,53-2030,NA
53-2031,Flight Attendants,6,Detailed,53-2030,53-0000,53-2000,53-2030,53-2031
53-3000,Motor Vehicle Operators,3,Minor,53-0000,53-0000,53-3000,NA,NA
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",5,Broad,53-3000,53-0000,53-3000,53-3010,NA
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",6,Detailed,53-3010,53-0000,53-3000,53-3010,53-3011
53-3030,Driver/Sales Workers and Truck Drivers,5,Broad,53-3000,53-0000,53-3000,53-3030,NA
53-3031,Driver/Sales Workers,6,Detailed,53-3030,53-0000,53-3000,53-3030,53-3031
53-3032,Heavy and Tractor-Trailer Truck Drivers,6,Detailed,53-3030,53-0000,53-3000,53-3030,53-3032
53-3033,Light Truck Drivers,6,Detailed,53-3030,53-0000,53-3000,53-3030,53-3033
53-3050,Passenger Vehicle Drivers,5,Broad,53-3000,53-0000,53-3000,53-3050,NA
53-3051,"Bus Drivers, School",6,Detailed,53-3050,53-0000,53-3000,53-3050,53-3051
53-3052,"Bus Drivers, Transit and Intercity",6,Detailed,53-3050,53-0000,53-3000,53-3050,53-3052
53-3053,Shuttle Drivers and Chauffeurs,6,Detailed,53-3050,53-0000,53-3000,53-3050,53-3053
53-3054,Taxi Drivers,6,Detailed,53-3050,53-0000,53-3000,53-3050,53-3054
53-3090,Miscellaneous Motor Vehicle Operators,5,Broad,53-3000,53-0000,53-3000,53-3090,NA
53-3099,"Motor Vehicle Operators, All Other",6,Detailed,53-3090,53-0000,53-3000,53-3090,53-3099
53-4000,Rail Transportation Workers,3,Minor,53-0000,53-0000,53-4000,NA,NA
53-4010,Locomotive Engineers and Operators,5,Broad,53-4000,53-0000,53-4000,53-4010,NA
53-4011,Locomotive Engineers,6,Detailed,53-4010,53-0000,53-4000,53-4010,53-4011
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",6,Detailed,53-4010,53-0000,53-4000,53-4010,53-4013
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",5,Broad,53-4000,53-0000,53-4000,53-4020,NA
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",6,Detailed,53-4020,53-0000,53-4000,53-4020,53-4022
53-4030,Railroad Conductors and Yardmasters,5,Broad,53-4000,53-0000,53-4000,53-4030,NA
53-4031,Railroad Conductors and Yardmasters,6,Detailed,53-4030,53-0000,53-4000,53-4030,53-4031
53-4040,Subway and Streetcar Operators,5,Broad,53-4000,53-0000,53-4000,53-4040,NA
53-4041,Subway and Streetcar Operators,6,Detailed,53-4040,53-0000,53-4000,53-4040,53-4041
53-4090,Miscellaneous Rail Transportation Workers,5,Broad,53-4000,53-0000,53-4000,53-4090,NA
