soc1980,soc1980_title,soc2000,soc2000_title
6473,STRUCTURAL METAL WORKERS,47-2171,Reinforcing Iron and Rebar Workers
6473,STRUCTURAL METAL WORKERS,47-2221,Structural Iron and Steel Workers
6474,"DRILLERS, EARTH",47-5021,"Earth Drillers, Except Oil and Gas"
6475,AIR HAMMER OPERATORS,47-2061,Construction Laborers
6475,AIR HAMMER OPERATORS,47-5051,"Rock Splitters, Quarry"
6476,PILE DRIVING OPERATORS,47-2072,Pile-Driver Operators
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",19-4099,"Life, Physical, and Social Science Technicians, All Other"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",27-1023,Floral Designers
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-2021,Brickmasons and Blockmasons
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-2031,Carpenters
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-2043,Floor Sanders and Finishers
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-2053,Terrazzo Workers and Finishers
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-2061,Construction Laborers
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-2151,Pipelayers
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-2152,"Plumbers, Pipefitters, and Steamfitters"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-3012,Helpers--Carpenters
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-4031,Fence Erectors
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-4051,Highway Maintenance Workers
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",47-4099,"Construction and Related Workers, All Other"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",49-9045,"Refractory Materials Repairers, Except Brickmasons"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",51-9198,Helpers--Production Workers
6479,"CONSTRUCTION TRADES, NOT ELSEWHERE CLASSIFIED",51-9199,"Production Workers, All Other"
652,"DRILLERS, OIL WELL",47-5011,"Derrick Operators, Oil and Gas"
652,"DRILLERS, OIL WELL",47-5012,"Rotary Drill Operators, Oil and Gas"
653,EXPLOSIVE WORKERS,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters"
654,MINING MACHINE OPERATORS,47-5041,Continuous Mining Machine Operators
654,MINING MACHINE OPERATORS,47-5042,Mine Cutting and Channeling Machine Operators
654,MINING MACHINE OPERATORS,47-5081,Helpers--Extraction Workers
654,MINING MACHINE OPERATORS,47-5099,"Extraction Workers, All Other"
656,"EXTRACTIVE OCCUPATIONS, NEC",47-5013,"Service Unit Operators, Oil, Gas, and Mining"
656,"EXTRACTIVE OCCUPATIONS, NEC",47-5061,"Roof Bolters, Mining"
656,"EXTRACTIVE OCCUPATIONS, NEC",47-5071,"Roustabouts, Oil and Gas"
656,"EXTRACTIVE OCCUPATIONS, NEC",47-5081,Helpers--Extraction Workers
656,"EXTRACTIVE OCCUPATIONS, NEC",47-5099,"Extraction Workers, All Other"
656,"EXTRACTIVE OCCUPATIONS, NEC",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
67,SUPERVISORS; PRECISION PRODUCTION OCCUPATIONS,51-1011,First-Line Supervisors/Managers of Production and Operating Workers
6811,TOOL AND DIE MAKERS,51-4111,Tool and Die Makers
6812,PRECISION ASSEMBLERS (METAL),17-3024,Electro-Mechanical Technicians
6812,PRECISION ASSEMBLERS (METAL),51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
6812,PRECISION ASSEMBLERS (METAL),51-2023,Electromechanical Equipment Assemblers
6812,PRECISION ASSEMBLERS (METAL),51-2031,Engine and Other Machine Assemblers
6812,PRECISION ASSEMBLERS (METAL),51-2041,Structural Metal Fabricators and Fitters
6812,PRECISION ASSEMBLERS (METAL),51-2099,"Assemblers and Fabricators, All Other"
6813,MACHINISTS,49-9061,Camera and Photographic Equipment Repairers
6813,MACHINISTS,51-4041,Machinists
6814,BOILERMAKERS,47-2011,Boilermakers
6816,"PRECISION GRINDERS, FILERS, AND TOOL SHARPENERS",51-4194,"Tool Grinders, Filers, and Sharpeners"
6816,"PRECISION GRINDERS, FILERS, AND TOOL SHARPENERS",51-4199,"Metal Workers and Plastic Workers, All Other"
6817,PATTERNMAKERS AND MODEL MAKERS (METAL),51-4041,Machinists
6817,PATTERNMAKERS AND MODEL MAKERS (METAL),51-4061,"Model Makers, Metal and Plastic"
6817,PATTERNMAKERS AND MODEL MAKERS (METAL),51-4062,"Patternmakers, Metal and Plastic"
6821,LAY-OUT WORKERS,51-4062,"Patternmakers, Metal and Plastic"
6821,LAY-OUT WORKERS,51-4192,"Lay-Out Workers, Metal and Plastic"
6821,LAY-OUT WORKERS,51-6092,Fabric and Apparel Patternmakers
6822,PRECISION HAND MOLDERS AND SHAPERS (JEWELERS),51-2093,"Timing Device Assemblers, Adjusters, and Calibrators"
6822,PRECISION HAND MOLDERS AND SHAPERS (JEWELERS),51-2099,"Assemblers and Fabricators, All Other"
6822,PRECISION HAND MOLDERS AND SHAPERS (JEWELERS),51-9071,Jewelers and Precious Stone and Metal Workers
6823,ENGRAVERS,51-5022,Prepress Technicians and Workers
6823,ENGRAVERS,51-9194,Etchers and Engravers
6824,SHEET METAL WORKERS,47-2211,Sheet Metal Workers
6829,MISCELLANEOUS PRECISION METAL WORKERS,51-2041,Structural Metal Fabricators and Fitters
6829,MISCELLANEOUS PRECISION METAL WORKERS,51-2099,"Assemblers and Fabricators, All Other"
6829,MISCELLANEOUS PRECISION METAL WORKERS,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
6829,MISCELLANEOUS PRECISION METAL WORKERS,51-4111,Tool and Die Makers
6829,MISCELLANEOUS PRECISION METAL WORKERS,51-4199,"Metal Workers and Plastic Workers, All Other"
6831,"PATTERNMAKERS AND MODEL MAKERS, WOOD",51-7031,"Model Makers, Wood"
6831,"PATTERNMAKERS AND MODEL MAKERS, WOOD",51-7032,"Patternmakers, Wood"
6831,"PATTERNMAKERS AND MODEL MAKERS, WOOD",51-7099,"Woodworkers, All Other"
6832,CABINET MAKERS AND BENCH CARPENTERS,51-7011,Cabinetmakers and Bench Carpenters
6835,FURNITURE FINISHERS,51-7021,Furniture Finishers
6839,MISCELLANEOUS PRECISION WOODWORKERS,51-7011,Cabinetmakers and Bench Carpenters
6839,MISCELLANEOUS PRECISION WOODWORKERS,51-7099,"Woodworkers, All Other"
6841,PRECISION TYPESETTERS,51-5021,Job Printers
6841,PRECISION TYPESETTERS,51-5022,Prepress Technicians and Workers
6842,PRECISION LITHOGRAPHERS AND PHOTOENGRAVERS,43-9031,Desktop Publishers
6842,PRECISION LITHOGRAPHERS AND PHOTOENGRAVERS,51-5022,Prepress Technicians and Workers
6842,PRECISION LITHOGRAPHERS AND PHOTOENGRAVERS,51-5023,Printing Machine Operators
6844,BOOKBINDERS,51-5012,Bookbinders
6849,MISC PRECISION PRINTING OCCUPATIONS,25-4013,Museum Technicians and Conservators
6849,MISC PRECISION PRINTING OCCUPATIONS,51-5022,Prepress Technicians and Workers
6849,MISC PRECISION PRINTING OCCUPATIONS,51-5023,Printing Machine Operators
6852,"TAILORS AND DRESSMAKERS, HAND",51-6052,"Tailors, Dressmakers, and Custom Sewers"
6853,UPHOLSTERERS,51-6093,Upholsterers
6854,SHOEMAKERS AND LEATHER WORKERS AND REPAIRERS,51-6041,Shoe and Leather Workers and Repairers
6855,"PRECISION LAUNDERING, CLEANING, AND DYEING OCCUPAT",51-6011,Laundry and Dry-Cleaning Workers
6855,"PRECISION LAUNDERING, CLEANING, AND DYEING OCCUPAT",51-6021,"Pressers, Textile, Garment, and Related Materials"
6855,"PRECISION LAUNDERING, CLEANING, AND DYEING OCCUPAT",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
6855,"PRECISION LAUNDERING, CLEANING, AND DYEING OCCUPAT",51-9123,"Painting, Coating, and Decorating Workers"
6856,APPAREL AND FABRIC PATTERNMAKERS,51-6092,Fabric and Apparel Patternmakers
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,39-3092,Costume Attendants
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,49-9093,"Fabric Menders, Except Garment"
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6031,Sewing Machine Operators
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6051,"Sewers, Hand"
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6052,"Tailors, Dressmakers, and Custom Sewers"
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6092,Fabric and Apparel Patternmakers
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-9031,"Cutters and Trimmers, Hand"
6859,MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS,51-9199,"Production Workers, All Other"
6861,PRECISION HAND MOLDERS AND SHAPERS (EXCEPT JEWELER,51-4071,Foundry Mold and Coremakers
6861,PRECISION HAND MOLDERS AND SHAPERS (EXCEPT JEWELER,51-7011,Cabinetmakers and Bench Carpenters
6861,PRECISION HAND MOLDERS AND SHAPERS (EXCEPT JEWELER,51-9022,"Grinding and Polishing Workers, Hand"
6861,PRECISION HAND MOLDERS AND SHAPERS (EXCEPT JEWELER,51-9071,Jewelers and Precious Stone and Metal Workers
6861,PRECISION HAND MOLDERS AND SHAPERS (EXCEPT JEWELER,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
6861,PRECISION HAND MOLDERS AND SHAPERS (EXCEPT JEWELER,51-9199,"Production Workers, All Other"
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",17-3021,Aerospace Engineering and Operations Technicians
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",47-2121,Glaziers
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-2022,Electrical and Electronic Equipment Assemblers
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-4061,"Model Makers, Metal and Plastic"
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-4062,"Patternmakers, Metal and Plastic"
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-7031,"Model Makers, Wood"
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-9031,"Cutters and Trimmers, Hand"
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-9194,Etchers and Engravers
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
6862,"PRECISION PATTERNMAKERS, LAY-OUT WORKERS AND CUTTE",51-9199,"Production Workers, All Other"
6863,DETAIL DESIGN PAINTERS AND DECORATORS,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators"
6863,DETAIL DESIGN PAINTERS AND DECORATORS,47-2044,Tile and Marble Setters
6863,DETAIL DESIGN PAINTERS AND DECORATORS,51-5022,Prepress Technicians and Workers
6863,DETAIL DESIGN PAINTERS AND DECORATORS,51-5023,Printing Machine Operators
6863,DETAIL DESIGN PAINTERS AND DECORATORS,51-9123,"Painting, Coating, and Decorating Workers"
6863,DETAIL DESIGN PAINTERS AND DECORATORS,51-9131,Photographic Process Workers
6863,DETAIL DESIGN PAINTERS AND DECORATORS,51-9194,Etchers and Engravers
6863,DETAIL DESIGN PAINTERS AND DECORATORS,51-9199,"Production Workers, All Other"
6864,OPTICAL GOODS WORKERS,51-9082,Medical Appliance Technicians
6864,OPTICAL GOODS WORKERS,51-9083,Ophthalmic Laboratory Technicians
6864,OPTICAL GOODS WORKERS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
6865,DENTAL LABORATORY TECHNICIANS,51-9081,Dental Laboratory Technicians
6866,GEM AND DIAMOND WORKING OCCUPATIONS,51-9071,Jewelers and Precious Stone and Metal Workers
6867,PRECISION ELECTRICAL AND ELECTRONIC EQUIPMENT ASSE,17-3024,Electro-Mechanical Technicians
6867,PRECISION ELECTRICAL AND ELECTRONIC EQUIPMENT ASSE,49-2092,"Electric Motor, Power Tool, and Related Repairers"
6867,PRECISION ELECTRICAL AND ELECTRONIC EQUIPMENT ASSE,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
6867,PRECISION ELECTRICAL AND ELECTRONIC EQUIPMENT ASSE,51-2021,"Coil Winders, Tapers, and Finishers"
6867,PRECISION ELECTRICAL AND ELECTRONIC EQUIPMENT ASSE,51-2022,Electrical and Electronic Equipment Assemblers
6867,PRECISION ELECTRICAL AND ELECTRONIC EQUIPMENT ASSE,51-2031,Engine and Other Machine Assemblers
6868,PHOTOGRAPHIC PROCESS WORKERS,27-4032,Film and Video Editors
6868,PHOTOGRAPHIC PROCESS WORKERS,51-5022,Prepress Technicians and Workers
6868,PHOTOGRAPHIC PROCESS WORKERS,51-5023,Printing Machine Operators
6868,PHOTOGRAPHIC PROCESS WORKERS,51-9131,Photographic Process Workers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",17-3023,Electrical and Electronic Engineering Technicians
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",47-2031,Carpenters
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",47-2061,Construction Laborers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",47-4099,"Construction and Related Workers, All Other"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",49-3041,Farm Equipment Mechanics
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-2022,Electrical and Electronic Equipment Assemblers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-2023,Electromechanical Equipment Assemblers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-2041,Structural Metal Fabricators and Fitters
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-2099,"Assemblers and Fabricators, All Other"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-3092,Food Batchmakers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-4041,Machinists
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-5022,Prepress Technicians and Workers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-5023,Printing Machine Operators
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-6041,Shoe and Leather Workers and Repairers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-7011,Cabinetmakers and Bench Carpenters
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-9071,Jewelers and Precious Stone and Metal Workers
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-9082,Medical Appliance Technicians
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
6869,"MISCELLANEOUS PRECISION WORKERS, NOT ELSEWHERE CLA",51-9199,"Production Workers, All Other"
6871,BUTCHERS AND MEAT CUTTERS,51-3021,Butchers and Meat Cutters
6871,BUTCHERS AND MEAT CUTTERS,51-3023,Slaughterers and Meat Packers
6872,BAKERS,19-4011,Agricultural and Food Science Technicians
6872,BAKERS,51-3011,Bakers
6873,"BATCHMAKERS (CANDYMAKERS, CHEESEMAKERS, ETC.)",51-3092,Food Batchmakers
6879,MISCELLANEOUS PRECISION FOOD WORKERS,51-3093,Food Cooking Machine Operators and Tenders
6879,MISCELLANEOUS PRECISION FOOD WORKERS,51-9123,"Painting, Coating, and Decorating Workers"
6879,MISCELLANEOUS PRECISION FOOD WORKERS,51-9199,"Production Workers, All Other"
6881,"PRECISION INSPECTORS, TESTERS, AND GRADERS",17-2112,Industrial Engineers
6881,"PRECISION INSPECTORS, TESTERS, AND GRADERS",47-4099,"Construction and Related Workers, All Other"
6881,"PRECISION INSPECTORS, TESTERS, AND GRADERS",49-9042,"Maintenance and Repair Workers, General"
6881,"PRECISION INSPECTORS, TESTERS, AND GRADERS",51-5023,Printing Machine Operators
6881,"PRECISION INSPECTORS, TESTERS, AND GRADERS",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
6881,"PRECISION INSPECTORS, TESTERS, AND GRADERS",51-9141,Semiconductor Processors
6882,PRECISION ADJUSTERS AND CALIBRATORS,13-1199,"Business Operations Specialists, All Other"
6882,PRECISION ADJUSTERS AND CALIBRATORS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
6882,PRECISION ADJUSTERS AND CALIBRATORS,51-2093,"Timing Device Assemblers, Adjusters, and Calibrators"
6882,PRECISION ADJUSTERS AND CALIBRATORS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
6882,PRECISION ADJUSTERS AND CALIBRATORS,51-9199,"Production Workers, All Other"
691,WATER AND SEWAGE TREATMENT PLANT OPERATORS,25-1194,"Vocational Education Teachers, Postsecondary"
691,WATER AND SEWAGE TREATMENT PLANT OPERATORS,51-1011,First-Line Supervisors/Managers of Production and Operating Workers
691,WATER AND SEWAGE TREATMENT PLANT OPERATORS,51-8031,Water and Liquid Waste Treatment Plant and System Operators
691,WATER AND SEWAGE TREATMENT PLANT OPERATORS,51-8099,"Plant and System Operators, All Other"
692,GAS PLANT OPERATORS,51-8092,Gas Plant Operators
6931,STATIONARY ENGINEERS,51-8021,Stationary Engineers and Boiler Operators
6932,"POWER PLANT AND SYSTEMS OPERATORS, EXC. STATIONARY",47-5012,"Rotary Drill Operators, Oil and Gas"
6932,"POWER PLANT AND SYSTEMS OPERATORS, EXC. STATIONARY",51-8011,Nuclear Power Reactor Operators
6932,"POWER PLANT AND SYSTEMS OPERATORS, EXC. STATIONARY",51-8012,Power Distributors and Dispatchers
6932,"POWER PLANT AND SYSTEMS OPERATORS, EXC. STATIONARY",51-8013,Power Plant Operators
694,CHEMICAL PLANT OPERATORS,51-8091,Chemical Plant and System Operators
694,CHEMICAL PLANT OPERATORS,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
694,CHEMICAL PLANT OPERATORS,51-9199,"Production Workers, All Other"
695,PETROLEUM PLANT OPERATORS,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
696,MISC PLANT OR SYSTEM OPERATORS,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
696,MISC PLANT OR SYSTEM OPERATORS,51-8013,Power Plant Operators
696,MISC PLANT OR SYSTEM OPERATORS,51-8091,Chemical Plant and System Operators
696,MISC PLANT OR SYSTEM OPERATORS,51-8099,"Plant and System Operators, All Other"
696,MISC PLANT OR SYSTEM OPERATORS,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
696,MISC PLANT OR SYSTEM OPERATORS,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
696,MISC PLANT OR SYSTEM OPERATORS,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
696,MISC PLANT OR SYSTEM OPERATORS,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
696,MISC PLANT OR SYSTEM OPERATORS,51-9199,"Production Workers, All Other"
71,SUPERVISORS; PRODUCTION OCCUPATIONS,11-3071,"Transportation, Storage, and Distribution Managers"
71,SUPERVISORS; PRODUCTION OCCUPATIONS,17-2112,Industrial Engineers
71,SUPERVISORS; PRODUCTION OCCUPATIONS,43-1011,First-Line Supervisors/Managers of Office and Administrative Support Workers
71,SUPERVISORS; PRODUCTION OCCUPATIONS,45-1011,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers"
71,SUPERVISORS; PRODUCTION OCCUPATIONS,47-1011,First-Line Supervisors/Managers of Construction Trades and Extraction Workers
71,SUPERVISORS; PRODUCTION OCCUPATIONS,49-1011,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers"
71,SUPERVISORS; PRODUCTION OCCUPATIONS,51-1011,First-Line Supervisors/Managers of Production and Operating Workers
71,SUPERVISORS; PRODUCTION OCCUPATIONS,51-9199,"Production Workers, All Other"
71,SUPERVISORS; PRODUCTION OCCUPATIONS,53-1021,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand"
71,SUPERVISORS; PRODUCTION OCCUPATIONS,53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators
7312,LATHE AND TURNING MACHINE SETUP OPERATORS,49-3023,Automotive Service Technicians and Mechanics
7312,LATHE AND TURNING MACHINE SETUP OPERATORS,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7313,MILLING AND PLANING MACHINE SETUP OPERATORS,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7314,PUNCHING AND SHEARING MACHINE SETUP OPERATORS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7315,EXTRUDING AND DRAWING MACHINE SETUP OPERATORS,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
7316,ROLLING MACHINE SETUP OPERATORS,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7317,PRESS AND BRAKE MACHINE SETUP OPERATORS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7318,DRILLING AND BORING MACHINE SETUP OPERATORS,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7319,FORGING MACHINE SETUP OPERATORS,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
7322,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7322,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7322,"GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE",51-9199,"Production Workers, All Other"
7324,LAPPING AND HONING MACHINE SETUP OPERATORS,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7326,NUMERICAL CONTROL MACHINE SETUP OPERATORS,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MAC,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MAC,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MAC,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MAC,51-4041,Machinists
7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MAC,51-4061,"Model Makers, Metal and Plastic"
7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MAC,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7329,MISCELLANEOUS METALWORKING AND PLASTIC WORKING MAC,51-4199,"Metal Workers and Plastic Workers, All Other"
7332,WELDING MACHINE SETUP OPERATORS,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7333,SOLDERING AND BRAZING MACHINE SETUP OPERATORS,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,49-3023,Automotive Service Technicians and Mechanics
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,51-2041,Structural Metal Fabricators and Fitters
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,51-4199,"Metal Workers and Plastic Workers, All Other"
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
7339,MISCELLANEOUS FABRICATING MACHINE SETUP OPERATORS,51-9199,"Production Workers, All Other"
7342,MOLDING AND CASTING MACHINE SETUP OPERATORS,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7343,PLATING AND COATING MACHINE SETUP OPERATORS,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
7343,PLATING AND COATING MACHINE SETUP OPERATORS,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
7344,HEATING EQUIPMENT SETUP OPERATORS,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
7349,MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
