sic1987,sic1987_title,naics2022,naics2022_title
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (boys’ contractors)",NA,NA
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (women's, girls', and infants' contractors)",NA,NA
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (boys’ except contractors)",NA,NA
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (women and girls’ except contractors)",NA,NA
2341,"Women’s, Misses’, Children’s, and Infants’ Underwear and Nightwear (infants’ except contractors)",NA,NA
2342,"Brassieres, Girdles, and Allied Garments (contractors)",NA,NA
2342,"Brassieres, Girdles, and Allied Garments (contractors)",NA,NA
2342,"Brassieres, Girdles, and Allied Garments (except contractors)",NA,NA
2353,"Hats, Caps, and Millinery (men's and boys' contractors)",NA,NA
2353,"Hats, Caps, and Millinery (women's, girls', and infants' contractors)",NA,NA
2353,"Hats, Caps, and Millinery (men's and boys' contractors)",NA,NA
2353,"Hats, Caps, and Millinery (women's, girls', and infants' contractors)",NA,NA
2353,"Hats, Caps, and Millinery (except contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (boys’ contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ and infants’ contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (boys’ contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ and infants’ contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (boys’ shirts except  contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ blouses and shirts except contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (girls’ dresses except contractors)",NA,NA
2361,"Girls’, Children’s, and Infants’ Dresses, Blouses, and Shirts (infants’ except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ and infants' contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ and infants' contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ robes except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ suits and coats except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ trousers, slacks, and jeans except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (boys’ other outerwear except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ robes except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ suits, coats, jackets, and skirts except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (girls’ other outerwear except contractors)",NA,NA
2369,"Girls’, Children’s, and Infants’ Outerwear, NEC (infants’ except contractors)",NA,NA
2371,Fur Goods (men's and boys' contractors),NA,NA
2371,"Fur Goods (women's, girls', and infants' contractors)",NA,NA
2371,Fur Goods (men's and boys' contractors),NA,NA
2371,"Fur Goods (women's, girls', and infants' contractors)",NA,NA
2371,Fur Goods (except contractors),NA,NA
2381,"Dress and Work Gloves, Except Knit and All-Leather (men's and boys' contractors)",NA,NA
2381,"Dress and Work Gloves, Except Knit and All-Leather (women's, girls', and infants' contractors)",NA,NA
2381,"Dress and Work Gloves, Except Knit and All-Leather (men's and boys' contractors)",NA,NA
2381,"Dress and Work Gloves, Except Knit and All-Leather (women's, girls', and infants' contractors)",NA,NA
2381,"Dress and Work Gloves, Except Knit and All-Leather (except contractors)",NA,NA
2384,Robes and Dressing Gowns (men’s and boys’ contractors),NA,NA
2384,"Robes and Dressing Gowns (women’s, girls’, and infants' contractors)",NA,NA
2384,Robes and Dressing Gowns (men’s and boys’ contractors),NA,NA
2384,"Robes and Dressing Gowns (women’s, girls’, and infants' contractors)",NA,NA
2384,Robes and Dressing Gowns (men’s except contractors),NA,NA
2384,Robes and Dressing Gowns (women’s except contractors),NA,NA
2385,Waterproof Outerwear (men’s and boys' contractors),NA,NA
2385,"Waterproof Outerwear (women’s, girls’, and infants' contractors)",NA,NA
2385,Waterproof Outerwear (men’s and boys' contractors),NA,NA
2385,"Waterproof Outerwear (women’s, girls’, and infants' contractors)",NA,NA
2385,"Waterproof Outerwear (men’s and boys’ water resistant or water repellent tailored overcoats, except  made from rubberized fabric, plastics, etc. and contractors)",NA,NA
2385,"Waterproof Outerwear (men’s and boys’ water resistant or water repellent nontailored outerwear, except made from rubberized fabric, plastics, etc. and contractors)",NA,NA
2385,"Waterproof Outerwear (women’s and girls’ water resistant or water repellent tailored coats, except made from rubberized fabric, plastics, etc. and contractors)",NA,NA
2385,"Waterproof Outerwear (other women’s and girls’ water resistant or water repellent nontailored outerwear, except made from  rubberized fabric, plastics, etc. and contractors)",NA,NA
2385,"Waterproof Outerwear (infants’ waterproof outerwear made from rubberized fabric, plastics, etc. except contractors)",NA,NA
2385,"Waterproof Outerwear (men's, boys', women's, and girls' waterproof outerwear made from rubberized fabric, plastics, etc. except contractors)",NA,NA
2385,"Waterproof Outerwear (accessories, such as aprons, bibs, and other miscellaneous waterproof items, made from rubberized fabric, plastics, etc. except contractors)",NA,NA
2386,Leather and Sheep-Lined Clothing (men's and boys' contractors),NA,NA
2386,"Leather and Sheep-Lined Clothing (women's, girls', and infants' contractors)",NA,NA
2386,Leather and Sheep-Lined Clothing (men's and boys' contractors),NA,NA
2386,"Leather and Sheep-Lined Clothing (women's, girls', and infants' contractors)",NA,NA
2386,Leather and Sheep-lined Clothing (except contractors),NA,NA
2387,Apparel Belts (men's and boys' contractors),NA,NA
2387,"Apparel Belts (women's, girls', and infants' contractors)",NA,NA
2387,Apparel Belts (men's and boys' contractors),NA,NA
2387,"Apparel Belts (women's, girls', and infants' contractors)",NA,NA
2387,Apparel Belts (except contractors),NA,NA
2389,"Apparel and Accessories, NEC (men's and boys' contractors)",NA,NA
2389,"Apparel and Accessories, NEC (women's, girls', and infants' contractors)",NA,NA
2389,"Apparel and Accessories, NEC (men's and boys' contractors)",NA,NA
2389,"Apparel and Accessories, NEC (women's, girls', and infants' contractors)",NA,NA
2389,"Apparel and Accessories, NEC (garters and garter belts except contractors)",NA,NA
2389,"Apparel and Accessories, NEC (apparel, such as academic gowns, clerical outerwear, and band uniforms, except contractors)",NA,NA
2389,"Apparel and Accessories, NEC (accessories such as, handkerchiefs, arm bands, cummerbunds, suspenders, etc., except contractors)",NA,NA
2391,Curtains and Draperies,NA,NA
2392,"Housefurnishings, Except Curtains and Draperies (except mops, dust rags, and bags)",NA,NA
2392,"Housefurnishings, Except Curtains and Draperies (blanket, laundry, and wardrobe bags)",NA,NA
2392,"Housefurnishings, Except Curtains and Draperies (dust rags)",NA,NA
2392,"Housefurnishings, Except Curtains and Draperies (floor and dust mops)",NA,NA
2393,Textile Bags,NA,NA
2394,Canvas and Related Products,NA,NA
2395,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (except apparel contractors)",NA,NA
2395,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (men’s and boy’s apparel contractors)",NA,NA
2395,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (women’s, girls’, and infants’ apparel contractors)",NA,NA
2395,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (men’s and boy’s apparel contractors)",NA,NA
2395,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (women’s, girls’, and infants’ apparel contractors)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (textile products except automotive and apparel trimmings and findings, printing or embossing on apparel, and contractors)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (men's and boys' contractors)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (women's, girls', and infants' contractors)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (men's and boys' contractors)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (women's, girls', and infants' contractors)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (apparel findings and trimmings, except contractors)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (printing and embossing on fabric articles)",NA,NA
2396,"Automotive Trimmings, Apparel Findings, and Related Products (textile motor vehicle trimming except contractors)",NA,NA
2397,Schiffli Machine Embroideries,NA,NA
2399,"Fabricated Textile Products, NEC (except apparel and accessories, automotive seat belts, seat and tire covers, and contractors)",NA,NA
2399,"Fabricated Textile Products, NEC (men's and boys' contractors)",NA,NA
2399,"Fabricated Textile Products, NEC (women's, girls', and infants' contractors)",NA,NA
2399,"Fabricated Textile Products, NEC (men's and boys' contractors)",NA,NA
2399,"Fabricated Textile Products, NEC (women's, girls', and infants' contractors)",NA,NA
2399,"Fabricated Textile Products, NEC (apparel and apparel accessories, except contractors)",NA,NA
2399,"Fabricated Textile Products, NEC (seat belts, and seat and tire covers)",NA,NA
2411,Logging,NA,NA
2421,"Sawmills and Planing Mills, General (sawmills)",NA,NA
2421,"Sawmills and Planing Mills, General (lumber manufacturing from purchased lumber, softwood cut stock, wood lath, fence pickets, and planing mill products)",NA,NA
2421,"Sawmills and Planing Mills, General (softwood flooring)",NA,NA
2421,"Sawmills and Planing Mills, General (box lumber made from purchased lumber)",NA,NA
2421,"Sawmills and Planing Mills, General (kiln drying)",NA,NA
2426,Hardwood Dimension and Flooring Mills (hardwood dimension lumber made from logs or bolts),NA,NA
2426,"Hardwood Dimension and Flooring Mills (hardwood cut stock, resawing hardwood lumber, and planing purchased hardwood lumber except flooring)",NA,NA
2426,Hardwood Dimension and Flooring Mills (hardwood flooring),NA,NA
2426,Hardwood Dimension and Flooring Mills (wood furniture frames and finished furniture parts),NA,NA
2429,"Special Product Sawmills, NEC (shingle mills, shakes)",NA,NA
2429,"Special Product Sawmills, Not Elsewhere Classified (cooperage stock)",NA,NA
2429,"Special Product Sawmills, NEC (excelsior)",NA,NA
2431,Millwork (wood windows and doors),NA,NA
2431,Millwork (except wood doors and windows),NA,NA
2434,Wood Kitchen Cabinets,NA,NA
2435,Hardwood Veneer and Plywood,NA,NA
2436,Softwood Veneer and Plywood,NA,NA
2439,"Structural Wood Members, NEC (except trusses)",NA,NA
2439,"Structural Wood Members, NEC (trusses)",NA,NA
2441,Nailed and Lock Corner Wood Boxes and Shook,NA,NA
2448,Wood Pallets and Skids,NA,NA
2449,"Wood Containers, NEC",NA,NA
2451,Mobile Homes,NA,NA
2452,Prefabricated Wood Buildings and Components,NA,NA
2491,Wood Preserving,NA,NA
2493,Reconstituted Wood Products,NA,NA
2499,"Wood Products, NEC (wood containers, such as noncoopered vats and reed or straw baskets)",NA,NA
2499,"Wood Products, NEC (except wood containers, wood cooling towers, cork life preservers, mirror or picture frames, and laundry hampers of reed, rattan, and willow)",NA,NA
2499,"Wood Products, NEC (wood cooling towers)",NA,NA
2499,"Wood Products, NEC (laundry hampers of reed, rattan, and willow)",NA,NA
2499,"Wood Products, NEC (cork life preservers)",NA,NA
2499,"Wood Products, NEC (mirror and picture frames)",NA,NA
2511,"Wood Household Furniture, Except Upholstered (except wood box spring frames)",NA,NA
2511,"Wood Household Furniture, Except Upholstered (wood box spring frames(parts))",NA,NA
2512,"Wood Household Furniture, Upholstered",NA,NA
2514,Metal Household Furniture (upholstered),NA,NA
2514,Metal Household Furniture (except upholstered metal furniture and metal box spring frames),NA,NA
2514,Metal Household Furniture (metal box spring frames),NA,NA
2515,"Mattresses, Foundations, and Convertible Beds (convertible beds)",NA,NA
2515,"Mattresses, Foundations, and Convertible Beds (mattresses and foundations)",NA,NA
2517,"Wood Television, Radio, Phonograph, and Sewing Machine Cabinets",NA,NA
2519,"Household Furniture, NEC",NA,NA
2521,Wood Office Furniture,NA,NA
2522,"Office Furniture, Except Wood",NA,NA
2531,Public Building and Related Furniture (seats for motor vehicles),NA,NA
2531,Public Building and Related Furniture (except motor vehicle seats and blackboards),NA,NA
2531,Public Building and Related Furniture (blackboards),NA,NA
2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers (counter tops)",NA,NA
2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers (wood lunchroom tables and chairs)",NA,NA
2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers ( custom architectural millwork)",NA,NA
2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers (except custom architectural millwork, counter tops, and lunchroom tables and chairs)",NA,NA
2542,"Office and Store Fixtures, Partitions, Shelving, and Lockers, Except Wood (lunchroom tables and chairs)",NA,NA
2542,"Office and Store Fixtures, Partitions, Shelving, and Lockers, Except Wood (except lunchroom tables and chairs)",NA,NA
2591,Drapery Hardware and Window Blinds and Shades,NA,NA
2599,"Furniture and Fixtures, NEC (hospital beds)",NA,NA
2599,"Furniture and Fixtures, NEC (hospital beds)",NA,NA
2599,"Furniture and Fixtures, NEC (hospital beds)",NA,NA
2599,"Furniture and Fixtures, NEC (hospital beds)",NA,NA
2599,"Furniture and Fixtures, NEC (except hospital beds)",NA,NA
2599,"Furniture and Fixtures, NEC (hospital beds)",NA,NA
2599,"Furniture and Fixtures, NEC (hospital beds)",NA,NA
2611,Pulp Mills (pulp producing mills only),NA,NA
2611,Pulp Mills (pulp mills producing paper except newsprint),NA,NA
2611,Pulp Mills (pulp mills producing newsprint),NA,NA
2611,Pulp Mills (pulp mills producing paperboard),NA,NA
2621,Paper Mills (except newsprint mills),NA,NA
2621,Paper Mills (newsprint mills),NA,NA
2631,Paperboard Mills,NA,NA
2652,Setup Paperboard Boxes,NA,NA
2653,Corrugated and Solid Fiber Boxes,NA,NA
2655,"Fiber Cans, Tubes, Drums, and Similar Products",NA,NA
2656,"Sanitary Food Containers, Except Folding",NA,NA
