isco1988,isco1988_title,soc2010,soc2010_title
8232,Plastic-products Machine Operators,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4199,"Metal Workers and Plastic Workers, All Other"
8240,Wood-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8240,Wood-products Machine Operators,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
8240,Wood-products Machine Operators,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8240,Wood-products Machine Operators,51-9191,Adhesive Bonding Machine Operators and Tenders
8251,Printing-machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8251,Printing-machine Operators,51-5112,Printing Press Operators
8252,Bookbinding-machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8252,Bookbinding-machine Operators,51-5113,Print Binding and Finishing Workers
8253,Paper-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8253,Paper-products Machine Operators,51-9191,Adhesive Bonding Machine Operators and Tenders
8253,Paper-products Machine Operators,51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
8261,"Fibre-preparing-, Spinning- and Winding-machine Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8261,"Fibre-preparing-, Spinning- and Winding-machine Operators",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
8262,Weaving- and Knitting-machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8262,Weaving- and Knitting-machine Operators,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
8263,Sewing-machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8263,Sewing-machine Operators,51-6031,Sewing Machine Operators
8264,"Bleaching-, Dyeing- and Cleaning-machine Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8264,"Bleaching-, Dyeing- and Cleaning-machine Operators",51-6011,Laundry and Dry-Cleaning Workers
8264,"Bleaching-, Dyeing- and Cleaning-machine Operators",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders
8265,Fur- and Leather-preparing-machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8265,Fur- and Leather-preparing-machine Operators,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
8266,Shoemaking- and Related Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8266,Shoemaking- and Related Machine Operators,51-6042,Shoe Machine Operators and Tenders
8269,"Textile-, Fur- and Leather-products Machine Operators Not Elsewhere Classified",51-1011,First-Line Supervisors of Production and Operating Workers
8269,"Textile-, Fur- and Leather-products Machine Operators Not Elsewhere Classified",51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
8271,Meat- and Fish-processing-machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8271,Meat- and Fish-processing-machine Operators,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8271,Meat- and Fish-processing-machine Operators,51-3092,Food Batchmakers
8271,Meat- and Fish-processing-machine Operators,51-3093,Food Cooking Machine Operators and Tenders
8271,Meat- and Fish-processing-machine Operators,51-3099,"Food Processing Workers, All Other"
8271,Meat- and Fish-processing-machine Operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8271,Meat- and Fish-processing-machine Operators,51-9193,Cooling and Freezing Equipment Operators and Tenders
8272,Dairy-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8272,Dairy-products Machine Operators,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8272,Dairy-products Machine Operators,51-3092,Food Batchmakers
8272,Dairy-products Machine Operators,51-3093,Food Cooking Machine Operators and Tenders
8272,Dairy-products Machine Operators,51-3099,"Food Processing Workers, All Other"
8272,Dairy-products Machine Operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8272,Dairy-products Machine Operators,51-9193,Cooling and Freezing Equipment Operators and Tenders
8273,Grain- and Spice-milling-machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8273,Grain- and Spice-milling-machine Operators,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8273,Grain- and Spice-milling-machine Operators,51-3092,Food Batchmakers
8273,Grain- and Spice-milling-machine Operators,51-3093,Food Cooking Machine Operators and Tenders
8273,Grain- and Spice-milling-machine Operators,51-3099,"Food Processing Workers, All Other"
8273,Grain- and Spice-milling-machine Operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8273,Grain- and Spice-milling-machine Operators,51-9193,Cooling and Freezing Equipment Operators and Tenders
8274,"Baked-goods, Cereal and Chocolate-products Machine Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8274,"Baked-goods, Cereal and Chocolate-products Machine Operators",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8274,"Baked-goods, Cereal and Chocolate-products Machine Operators",51-3092,Food Batchmakers
8274,"Baked-goods, Cereal and Chocolate-products Machine Operators",51-3093,Food Cooking Machine Operators and Tenders
8274,"Baked-goods, Cereal and Chocolate-products Machine Operators",51-3099,"Food Processing Workers, All Other"
8274,"Baked-goods, Cereal and Chocolate-products Machine Operators",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8274,"Baked-goods, Cereal and Chocolate-products Machine Operators",51-9193,Cooling and Freezing Equipment Operators and Tenders
8275,"Fruit-, Vegetable- and Nut-processing-machine Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8275,"Fruit-, Vegetable- and Nut-processing-machine Operators",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8275,"Fruit-, Vegetable- and Nut-processing-machine Operators",51-3092,Food Batchmakers
8275,"Fruit-, Vegetable- and Nut-processing-machine Operators",51-3093,Food Cooking Machine Operators and Tenders
8275,"Fruit-, Vegetable- and Nut-processing-machine Operators",51-3099,"Food Processing Workers, All Other"
8275,"Fruit-, Vegetable- and Nut-processing-machine Operators",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8275,"Fruit-, Vegetable- and Nut-processing-machine Operators",51-9193,Cooling and Freezing Equipment Operators and Tenders
8276,Sugar Production Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8276,Sugar Production Machine Operators,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8276,Sugar Production Machine Operators,51-3092,Food Batchmakers
8276,Sugar Production Machine Operators,51-3093,Food Cooking Machine Operators and Tenders
8276,Sugar Production Machine Operators,51-3099,"Food Processing Workers, All Other"
8276,Sugar Production Machine Operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8276,Sugar Production Machine Operators,51-9193,Cooling and Freezing Equipment Operators and Tenders
8277,"Tea-, Coffee-, and Cocoa-processing-machine Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8277,"Tea-, Coffee-, and Cocoa-processing-machine Operators",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8277,"Tea-, Coffee-, and Cocoa-processing-machine Operators",51-3092,Food Batchmakers
8277,"Tea-, Coffee-, and Cocoa-processing-machine Operators",51-3093,Food Cooking Machine Operators and Tenders
8277,"Tea-, Coffee-, and Cocoa-processing-machine Operators",51-3099,"Food Processing Workers, All Other"
8277,"Tea-, Coffee-, and Cocoa-processing-machine Operators",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8277,"Tea-, Coffee-, and Cocoa-processing-machine Operators",51-9193,Cooling and Freezing Equipment Operators and Tenders
8278,"Brewers-, Wine and Other Beverage Machine Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8278,"Brewers-, Wine and Other Beverage Machine Operators",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8278,"Brewers-, Wine and Other Beverage Machine Operators",51-3092,Food Batchmakers
8278,"Brewers-, Wine and Other Beverage Machine Operators",51-3093,Food Cooking Machine Operators and Tenders
8278,"Brewers-, Wine and Other Beverage Machine Operators",51-3099,"Food Processing Workers, All Other"
8278,"Brewers-, Wine and Other Beverage Machine Operators",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8278,"Brewers-, Wine and Other Beverage Machine Operators",51-9193,Cooling and Freezing Equipment Operators and Tenders
8279,Tobacco Production Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8279,Tobacco Production Machine Operators,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8279,Tobacco Production Machine Operators,51-3092,Food Batchmakers
8279,Tobacco Production Machine Operators,51-3093,Food Cooking Machine Operators and Tenders
8279,Tobacco Production Machine Operators,51-3099,"Food Processing Workers, All Other"
8279,Tobacco Production Machine Operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8279,Tobacco Production Machine Operators,51-9193,Cooling and Freezing Equipment Operators and Tenders
8281,Mechanical-machinery Assemblers,51-1011,First-Line Supervisors of Production and Operating Workers
8281,Mechanical-machinery Assemblers,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
8281,Mechanical-machinery Assemblers,51-2031,Engine and Other Machine Assemblers
8282,Electrical-equipment Assemblers,51-1011,First-Line Supervisors of Production and Operating Workers
8282,Electrical-equipment Assemblers,51-2021,"Coil Winders, Tapers, and Finishers"
8282,Electrical-equipment Assemblers,51-2022,Electrical and Electronic Equipment Assemblers
8282,Electrical-equipment Assemblers,51-2023,Electromechanical Equipment Assemblers
8282,Electrical-equipment Assemblers,51-2093,Timing Device Assemblers and Adjusters
8282,Electrical-equipment Assemblers,51-9194,Etchers and Engravers
8283,Electronic-equipment Assemblers,51-1011,First-Line Supervisors of Production and Operating Workers
8283,Electronic-equipment Assemblers,51-2021,"Coil Winders, Tapers, and Finishers"
8283,Electronic-equipment Assemblers,51-2022,Electrical and Electronic Equipment Assemblers
8283,Electronic-equipment Assemblers,51-2023,Electromechanical Equipment Assemblers
8283,Electronic-equipment Assemblers,51-2093,Timing Device Assemblers and Adjusters
8283,Electronic-equipment Assemblers,51-9194,Etchers and Engravers
8284,"Metal-, Rubber- and Plastic-products Assemblers",51-1011,First-Line Supervisors of Production and Operating Workers
8284,"Metal-, Rubber- and Plastic-products Assemblers",51-2092,Team Assemblers
8284,"Metal-, Rubber- and Plastic-products Assemblers",51-2099,"Assemblers and Fabricators, All Other"
8285,Wood and Related Products Assemblers,51-1011,First-Line Supervisors of Production and Operating Workers
8285,Wood and Related Products Assemblers,51-2092,Team Assemblers
8285,Wood and Related Products Assemblers,51-2099,"Assemblers and Fabricators, All Other"
8286,"Paperboard, Textile and Related Products Assemblers",51-1011,First-Line Supervisors of Production and Operating Workers
8286,"Paperboard, Textile and Related Products Assemblers",51-2092,Team Assemblers
8286,"Paperboard, Textile and Related Products Assemblers",51-2099,"Assemblers and Fabricators, All Other"
8290,Other Machine Operators and Assemblers,51-1011,First-Line Supervisors of Production and Operating Workers
8290,Other Machine Operators and Assemblers,51-2092,Team Assemblers
8290,Other Machine Operators and Assemblers,51-2099,"Assemblers and Fabricators, All Other"
8290,Other Machine Operators and Assemblers,51-9111,Packaging and Filling Machine Operators and Tenders
8290,Other Machine Operators and Assemblers,51-9141,Semiconductor Processors
8290,Other Machine Operators and Assemblers,51-9191,Adhesive Bonding Machine Operators and Tenders
8290,Other Machine Operators and Assemblers,51-9193,Cooling and Freezing Equipment Operators and Tenders
8290,Other Machine Operators and Assemblers,53-7011,Conveyor Operators and Tenders
8311,Locomotive-engine Drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8311,Locomotive-engine Drivers,53-4011,Locomotive Engineers
8311,Locomotive-engine Drivers,53-4012,Locomotive Firers
8311,Locomotive-engine Drivers,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
8311,Locomotive-engine Drivers,53-4041,Subway and Streetcar Operators
8311,Locomotive-engine Drivers,53-7111,Mine Shuttle Car Operators
8312,"Railway Brakers, Signallers and Shunters",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8312,"Railway Brakers, Signallers and Shunters",53-4021,"Railroad Brake, Signal, and Switch Operators"
8312,"Railway Brakers, Signallers and Shunters",53-4031,Railroad Conductors and Yardmasters
8312,"Railway Brakers, Signallers and Shunters",53-4099,"Rail Transportation Workers, All Other"
8321,Motor-cycle Drivers,43-5021,Couriers and Messengers
8321,Motor-cycle Drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8321,Motor-cycle Drivers,53-3099,"Motor Vehicle Operators, All Other"
8322,"Car, Taxi and Van Drivers",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8322,"Car, Taxi and Van Drivers",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
8322,"Car, Taxi and Van Drivers",53-3031,Driver/Sales Workers
8322,"Car, Taxi and Van Drivers",53-3033,Light Truck or Delivery Services Drivers
8322,"Car, Taxi and Van Drivers",53-3041,Taxi Drivers and Chauffeurs
8323,Bus and Tram Drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8323,Bus and Tram Drivers,53-3021,"Bus Drivers, Transit and Intercity"
8323,Bus and Tram Drivers,53-3022,"Bus Drivers, School or Special Client"
8323,Bus and Tram Drivers,53-4041,Subway and Streetcar Operators
8324,Heavy Truck and Lorry Drivers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8324,Heavy Truck and Lorry Drivers,53-3032,Heavy and Tractor-Trailer Truck Drivers
8331,Motorised Farm and Forestry Plant Operators,45-2091,Agricultural Equipment Operators
8331,Motorised Farm and Forestry Plant Operators,45-4022,Logging Equipment Operators
8332,Earth-moving- and Related Plant Operators,47-2071,"Paving, Surfacing, and Tamping Equipment Operators"
8332,Earth-moving- and Related Plant Operators,47-2072,Pile-Driver Operators
8332,Earth-moving- and Related Plant Operators,47-2073,Operating Engineers and Other Construction Equipment Operators
8332,Earth-moving- and Related Plant Operators,53-7031,Dredge Operators
8332,Earth-moving- and Related Plant Operators,53-7032,Excavating and Loading Machine and Dragline Operators
8333,"Crane, Hoist and Related Plant Operators",39-3091,Amusement and Recreation Attendants
8333,"Crane, Hoist and Related Plant Operators",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8333,"Crane, Hoist and Related Plant Operators",53-6011,Bridge and Lock Tenders
8333,"Crane, Hoist and Related Plant Operators",53-7021,Crane and Tower Operators
8333,"Crane, Hoist and Related Plant Operators",53-7041,Hoist and Winch Operators
8334,Lifting-truck Operators,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
8334,Lifting-truck Operators,53-7051,Industrial Truck and Tractor Operators
8340,Ships’ Deck Crews and Related Workers,53-5011,Sailors and Marine Oilers
8340,Ships’ Deck Crews and Related Workers,53-5022,Motorboat Operators
9111,Street Food Vendors,35-3041,"Food Servers, Nonrestaurant"
9111,Street Food Vendors,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
9112,"Street Vendors, Non-food Products",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
9113,Door-to-door and Telephone Salespersons,41-9041,Telemarketers
9113,Door-to-door and Telephone Salespersons,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
9120,Shoe Cleaning and Other Street Services Elementary Occupations,39-9099,"Personal Care and Service Workers, All Other"
9131,Domestic Helpers and Cleaners,37-2012,Maids and Housekeeping Cleaners
9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",35-2021,Food Preparation Workers
9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",35-9021,Dishwashers
9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",35-9099,"Food Preparation and Serving Related Workers, All Other"
9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",37-2012,Maids and Housekeeping Cleaners
9132,"Helpers and Cleaners in Offices, Hotels and Other Establishments",53-7061,Cleaners of Vehicles and Equipment
9133,Hand-launderers and Pressers,51-6021,"Pressers, Textile, Garment, and Related Materials"
9141,Building Caretakers,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
9142,"Vehicle, Window and Related Cleaners",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
9142,"Vehicle, Window and Related Cleaners",37-2019,"Building Cleaning Workers, All Other"
9142,"Vehicle, Window and Related Cleaners",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners
9142,"Vehicle, Window and Related Cleaners",53-7061,Cleaners of Vehicles and Equipment
9151,"Messengers, Package and Luggage Porters and Deliverers",39-6011,Baggage Porters and Bellhops
9151,"Messengers, Package and Luggage Porters and Deliverers",43-5021,Couriers and Messengers
9152,"Doorkeepers, Watchpersons and Related Workers",33-1099,"First-Line Supervisors of Protective Service Workers, All Other"
9152,"Doorkeepers, Watchpersons and Related Workers",33-9031,Gaming Surveillance Officers and Gaming Investigators
9152,"Doorkeepers, Watchpersons and Related Workers",33-9032,Security Guards
9152,"Doorkeepers, Watchpersons and Related Workers",33-9093,Transportation Security Screeners
9152,"Doorkeepers, Watchpersons and Related Workers",39-3021,Motion Picture Projectionists
9152,"Doorkeepers, Watchpersons and Related Workers",39-3031,"Ushers, Lobby Attendants, and Ticket Takers"
9152,"Doorkeepers, Watchpersons and Related Workers",39-3091,Amusement and Recreation Attendants
9152,"Doorkeepers, Watchpersons and Related Workers",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
9152,"Doorkeepers, Watchpersons and Related Workers",39-6011,Baggage Porters and Bellhops
9152,"Doorkeepers, Watchpersons and Related Workers",43-5021,Couriers and Messengers
9152,"Doorkeepers, Watchpersons and Related Workers",53-6021,Parking Lot Attendants
9153,"Vending-machine Money Collectors, Meter Readers and Related Workers",43-5041,"Meter Readers, Utilities"
9153,"Vending-machine Money Collectors, Meter Readers and Related Workers",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers"
9161,Garbage Collectors,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
9161,Garbage Collectors,53-7081,Refuse and Recyclable Material Collectors
9162,Sweepers and Related Labourers,37-3019,"Grounds Maintenance Workers, All Other"
9162,Sweepers and Related Labourers,49-9071,"Maintenance and Repair Workers, General"
9162,Sweepers and Related Labourers,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
9162,Sweepers and Related Labourers,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
9162,Sweepers and Related Labourers,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
9211,Farm-hands and Labourers,37-3011,Landscaping and Groundskeeping Workers
9211,Farm-hands and Labourers,37-3019,"Grounds Maintenance Workers, All Other"
9211,Farm-hands and Labourers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
9211,Farm-hands and Labourers,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
9211,Farm-hands and Labourers,45-2099,"Agricultural Workers, All Other"
9212,Forestry Labourers,45-4011,Forest and Conservation Workers
9212,Forestry Labourers,45-4029,"Logging Workers, All Other"
9213,"Fishery, Hunting and Trapping Labourers",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
9213,"Fishery, Hunting and Trapping Labourers",45-3011,Fishers and Related Fishing Workers
9311,Mining and Quarrying Labourers,47-5081,Helpers--Extraction Workers
9311,Mining and Quarrying Labourers,47-5099,"Extraction Workers, All Other"
9312,"Construction and Maintenance Labourers: Roads, Dams and Similar Constructions",47-3019,"Helpers, Construction Trades, All Other"
9312,"Construction and Maintenance Labourers: Roads, Dams and Similar Constructions",47-4051,Highway Maintenance Workers
9312,"Construction and Maintenance Labourers: Roads, Dams and Similar Constructions",47-4061,Rail-Track Laying and Maintenance Equipment Operators
9313,Building Construction Labourers,47-2061,Construction Laborers
9313,Building Construction Labourers,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
9313,Building Construction Labourers,47-3012,Helpers--Carpenters
9313,Building Construction Labourers,47-3013,Helpers--Electricians
9313,Building Construction Labourers,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
9313,Building Construction Labourers,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
9313,Building Construction Labourers,47-3016,Helpers--Roofers
9313,Building Construction Labourers,47-3019,"Helpers, Construction Trades, All Other"
9321,Assembling Labourers,51-9198,Helpers--Production Workers
9321,Assembling Labourers,51-9199,"Production Workers, All Other"
9321,Assembling Labourers,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
9321,Assembling Labourers,53-7063,Machine Feeders and Offbearers
9322,Hand Packers and Other Manufacturing Labourers,51-9198,Helpers--Production Workers
9322,Hand Packers and Other Manufacturing Labourers,51-9199,"Production Workers, All Other"
9322,Hand Packers and Other Manufacturing Labourers,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
9322,Hand Packers and Other Manufacturing Labourers,53-7063,Machine Feeders and Offbearers
9322,Hand Packers and Other Manufacturing Labourers,53-7064,"Packers and Packagers, Hand"
9331,Hand or Pedal Vehicle Drivers,43-5021,Couriers and Messengers
9331,Hand or Pedal Vehicle Drivers,53-6099,"Transportation Workers, All Other"
9331,Hand or Pedal Vehicle Drivers,53-7199,"Material Moving Workers, All Other"
9332,Drivers of Animal-drawn Vehicles and Machinery,53-6099,"Transportation Workers, All Other"
9332,Drivers of Animal-drawn Vehicles and Machinery,53-7199,"Material Moving Workers, All Other"
9333,Freight Handlers,43-5081,Stock Clerks and Order Fillers
9333,Freight Handlers,53-1011,Aircraft Cargo Handling Supervisors
9333,Freight Handlers,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
9333,Freight Handlers,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
9333,Freight Handlers,53-7121,"Tank Car, Truck, and Ship Loaders"
