code,title,soc2d,soc3d,soc5d,soc6d,Level,Hierarchical_structure
51-4194,"Tool Grinders, Filers, and Sharpeners",51-0000,51-4000,51-4190,51-4194,6,Detailed
51-4199,"Metal Workers and Plastic Workers, All Other",51-0000,51-4000,51-4190,51-4199,6,Detailed
51-5100,Printing Workers,51-0000,51-5100,NA,NA,3,Minor
51-5110,Printing Workers,51-0000,51-5100,51-5110,NA,5,Broad
51-5111,Prepress Technicians and Workers,51-0000,51-5100,51-5110,51-5111,6,Detailed
51-5112,Printing Press Operators,51-0000,51-5100,51-5110,51-5112,6,Detailed
51-5113,Print Binding and Finishing Workers,51-0000,51-5100,51-5110,51-5113,6,Detailed
51-6000,"Textile, Apparel, and Furnishings Workers",51-0000,51-6000,NA,NA,3,Minor
51-6010,Laundry and Dry-Cleaning Workers,51-0000,51-6000,51-6010,NA,5,Broad
51-6011,Laundry and Dry-Cleaning Workers,51-0000,51-6000,51-6010,51-6011,6,Detailed
51-6020,"Pressers, Textile, Garment, and Related Materials",51-0000,51-6000,51-6020,NA,5,Broad
51-6021,"Pressers, Textile, Garment, and Related Materials",51-0000,51-6000,51-6020,51-6021,6,Detailed
51-6030,Sewing Machine Operators,51-0000,51-6000,51-6030,NA,5,Broad
51-6031,Sewing Machine Operators,51-0000,51-6000,51-6030,51-6031,6,Detailed
51-6040,Shoe and Leather Workers,51-0000,51-6000,51-6040,NA,5,Broad
51-6041,Shoe and Leather Workers and Repairers,51-0000,51-6000,51-6040,51-6041,6,Detailed
51-6042,Shoe Machine Operators and Tenders,51-0000,51-6000,51-6040,51-6042,6,Detailed
51-6050,"Tailors, Dressmakers, and Sewers",51-0000,51-6000,51-6050,NA,5,Broad
51-6051,"Sewers, Hand",51-0000,51-6000,51-6050,51-6051,6,Detailed
51-6052,"Tailors, Dressmakers, and Custom Sewers",51-0000,51-6000,51-6050,51-6052,6,Detailed
51-6060,"Textile Machine Setters, Operators, and Tenders",51-0000,51-6000,51-6060,NA,5,Broad
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,51-0000,51-6000,51-6060,51-6061,6,Detailed
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",51-0000,51-6000,51-6060,51-6062,6,Detailed
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-0000,51-6000,51-6060,51-6063,6,Detailed
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-0000,51-6000,51-6060,51-6064,6,Detailed
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",51-0000,51-6000,51-6090,NA,5,Broad
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-0000,51-6000,51-6090,51-6091,6,Detailed
51-6092,Fabric and Apparel Patternmakers,51-0000,51-6000,51-6090,51-6092,6,Detailed
51-6093,Upholsterers,51-0000,51-6000,51-6090,51-6093,6,Detailed
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",51-0000,51-6000,51-6090,51-6099,6,Detailed
51-7000,Woodworkers,51-0000,51-7000,NA,NA,3,Minor
51-7010,Cabinetmakers and Bench Carpenters,51-0000,51-7000,51-7010,NA,5,Broad
51-7011,Cabinetmakers and Bench Carpenters,51-0000,51-7000,51-7010,51-7011,6,Detailed
51-7020,Furniture Finishers,51-0000,51-7000,51-7020,NA,5,Broad
51-7021,Furniture Finishers,51-0000,51-7000,51-7020,51-7021,6,Detailed
51-7030,"Model Makers and Patternmakers, Wood",51-0000,51-7000,51-7030,NA,5,Broad
51-7031,"Model Makers, Wood",51-0000,51-7000,51-7030,51-7031,6,Detailed
51-7032,"Patternmakers, Wood",51-0000,51-7000,51-7030,51-7032,6,Detailed
51-7040,"Woodworking Machine Setters, Operators, and Tenders",51-0000,51-7000,51-7040,NA,5,Broad
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",51-0000,51-7000,51-7040,51-7041,6,Detailed
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-0000,51-7000,51-7040,51-7042,6,Detailed
51-7090,Miscellaneous Woodworkers,51-0000,51-7000,51-7090,NA,5,Broad
51-7099,"Woodworkers, All Other",51-0000,51-7000,51-7090,51-7099,6,Detailed
51-8000,Plant and System Operators,51-0000,51-8000,NA,NA,3,Minor
51-8010,"Power Plant Operators, Distributors, and Dispatchers",51-0000,51-8000,51-8010,NA,5,Broad
51-8011,Nuclear Power Reactor Operators,51-0000,51-8000,51-8010,51-8011,6,Detailed
51-8012,Power Distributors and Dispatchers,51-0000,51-8000,51-8010,51-8012,6,Detailed
51-8013,Power Plant Operators,51-0000,51-8000,51-8010,51-8013,6,Detailed
51-8020,Stationary Engineers and Boiler Operators,51-0000,51-8000,51-8020,NA,5,Broad
51-8021,Stationary Engineers and Boiler Operators,51-0000,51-8000,51-8020,51-8021,6,Detailed
51-8030,Water and Wastewater Treatment Plant and System Operators,51-0000,51-8000,51-8030,NA,5,Broad
51-8031,Water and Wastewater Treatment Plant and System Operators,51-0000,51-8000,51-8030,51-8031,6,Detailed
51-8090,Miscellaneous Plant and System Operators,51-0000,51-8000,51-8090,NA,5,Broad
51-8091,Chemical Plant and System Operators,51-0000,51-8000,51-8090,51-8091,6,Detailed
51-8092,Gas Plant Operators,51-0000,51-8000,51-8090,51-8092,6,Detailed
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-0000,51-8000,51-8090,51-8093,6,Detailed
51-8099,"Plant and System Operators, All Other",51-0000,51-8000,51-8090,51-8099,6,Detailed
51-9000,Other Production Occupations,51-0000,51-9000,NA,NA,3,Minor
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9010,NA,5,Broad
51-9011,Chemical Equipment Operators and Tenders,51-0000,51-9000,51-9010,51-9011,6,Detailed
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9010,51-9012,6,Detailed
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",51-0000,51-9000,51-9020,NA,5,Broad
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9020,51-9021,6,Detailed
51-9022,"Grinding and Polishing Workers, Hand",51-0000,51-9000,51-9020,51-9022,6,Detailed
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9020,51-9023,6,Detailed
51-9030,Cutting Workers,51-0000,51-9000,51-9030,NA,5,Broad
51-9031,"Cutters and Trimmers, Hand",51-0000,51-9000,51-9030,51-9031,6,Detailed
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9030,51-9032,6,Detailed
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9040,NA,5,Broad
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9040,51-9041,6,Detailed
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-0000,51-9000,51-9050,NA,5,Broad
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-0000,51-9000,51-9050,51-9051,6,Detailed
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-0000,51-9000,51-9060,NA,5,Broad
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-0000,51-9000,51-9060,51-9061,6,Detailed
51-9070,Jewelers and Precious Stone and Metal Workers,51-0000,51-9000,51-9070,NA,5,Broad
51-9071,Jewelers and Precious Stone and Metal Workers,51-0000,51-9000,51-9070,51-9071,6,Detailed
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,51-0000,51-9000,51-9080,NA,5,Broad
51-9081,Dental Laboratory Technicians,51-0000,51-9000,51-9080,51-9081,6,Detailed
51-9082,Medical Appliance Technicians,51-0000,51-9000,51-9080,51-9082,6,Detailed
51-9083,Ophthalmic Laboratory Technicians,51-0000,51-9000,51-9080,51-9083,6,Detailed
51-9110,Packaging and Filling Machine Operators and Tenders,51-0000,51-9000,51-9110,NA,5,Broad
51-9111,Packaging and Filling Machine Operators and Tenders,51-0000,51-9000,51-9110,51-9111,6,Detailed
51-9120,Painting Workers,51-0000,51-9000,51-9120,NA,5,Broad
51-9123,"Painting, Coating, and Decorating Workers",51-0000,51-9000,51-9120,51-9123,6,Detailed
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9120,51-9124,6,Detailed
51-9140,Semiconductor Processing Technicians,51-0000,51-9000,51-9140,NA,5,Broad
51-9141,Semiconductor Processing Technicians,51-0000,51-9000,51-9140,51-9141,6,Detailed
51-9150,Photographic Process Workers and Processing Machine Operators,51-0000,51-9000,51-9150,NA,5,Broad
51-9151,Photographic Process Workers and Processing Machine Operators,51-0000,51-9000,51-9150,51-9151,6,Detailed
51-9160,Computer Numerically Controlled Tool Operators and Programmers,51-0000,51-9000,51-9160,NA,5,Broad
51-9161,Computer Numerically Controlled Tool Operators,51-0000,51-9000,51-9160,51-9161,6,Detailed
51-9162,Computer Numerically Controlled Tool Programmers,51-0000,51-9000,51-9160,51-9162,6,Detailed
51-9190,Miscellaneous Production Workers,51-0000,51-9000,51-9190,NA,5,Broad
51-9191,Adhesive Bonding Machine Operators and Tenders,51-0000,51-9000,51-9190,51-9191,6,Detailed
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-0000,51-9000,51-9190,51-9192,6,Detailed
51-9193,Cooling and Freezing Equipment Operators and Tenders,51-0000,51-9000,51-9190,51-9193,6,Detailed
51-9194,Etchers and Engravers,51-0000,51-9000,51-9190,51-9194,6,Detailed
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-0000,51-9000,51-9190,51-9195,6,Detailed
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",51-0000,51-9000,51-9190,51-9196,6,Detailed
51-9197,Tire Builders,51-0000,51-9000,51-9190,51-9197,6,Detailed
51-9198,Helpers--Production Workers,51-0000,51-9000,51-9190,51-9198,6,Detailed
51-9199,"Production Workers, All Other",51-0000,51-9000,51-9190,51-9199,6,Detailed
53-0000,Transportation and Material Moving Occupations,53-0000,NA,NA,NA,2,Major
53-1000,Supervisors of Transportation and Material Moving Workers,53-0000,53-1000,NA,NA,3,Minor
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,53-0000,53-1000,53-1040,NA,5,Broad
53-1041,Aircraft Cargo Handling Supervisors,53-0000,53-1000,53-1040,53-1041,6,Detailed
53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-0000,53-1000,53-1040,53-1042,6,Detailed
53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-0000,53-1000,53-1040,53-1043,6,Detailed
53-1044,First-Line Supervisors of Passenger Attendants,53-0000,53-1000,53-1040,53-1044,6,Detailed
53-1049,"First-Line Supervisors of Transportation Workers, All Other",53-0000,53-1000,53-1040,53-1049,6,Detailed
53-2000,Air Transportation Workers,53-0000,53-2000,NA,NA,3,Minor
53-2010,Aircraft Pilots and Flight Engineers,53-0000,53-2000,53-2010,NA,5,Broad
53-2011,"Airline Pilots, Copilots, and Flight Engineers",53-0000,53-2000,53-2010,53-2011,6,Detailed
53-2012,Commercial Pilots,53-0000,53-2000,53-2010,53-2012,6,Detailed
53-2020,Air Traffic Controllers and Airfield Operations Specialists,53-0000,53-2000,53-2020,NA,5,Broad
53-2021,Air Traffic Controllers,53-0000,53-2000,53-2020,53-2021,6,Detailed
53-2022,Airfield Operations Specialists,53-0000,53-2000,53-2020,53-2022,6,Detailed
53-2030,Flight Attendants,53-0000,53-2000,53-2030,NA,5,Broad
53-2031,Flight Attendants,53-0000,53-2000,53-2030,53-2031,6,Detailed
53-3000,Motor Vehicle Operators,53-0000,53-3000,NA,NA,3,Minor
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-0000,53-3000,53-3010,NA,5,Broad
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-0000,53-3000,53-3010,53-3011,6,Detailed
53-3030,Driver/Sales Workers and Truck Drivers,53-0000,53-3000,53-3030,NA,5,Broad
53-3031,Driver/Sales Workers,53-0000,53-3000,53-3030,53-3031,6,Detailed
53-3032,Heavy and Tractor-Trailer Truck Drivers,53-0000,53-3000,53-3030,53-3032,6,Detailed
53-3033,Light Truck Drivers,53-0000,53-3000,53-3030,53-3033,6,Detailed
53-3050,Passenger Vehicle Drivers,53-0000,53-3000,53-3050,NA,5,Broad
53-3051,"Bus Drivers, School",53-0000,53-3000,53-3050,53-3051,6,Detailed
53-3052,"Bus Drivers, Transit and Intercity",53-0000,53-3000,53-3050,53-3052,6,Detailed
53-3053,Shuttle Drivers and Chauffeurs,53-0000,53-3000,53-3050,53-3053,6,Detailed
53-3054,Taxi Drivers,53-0000,53-3000,53-3050,53-3054,6,Detailed
53-3090,Miscellaneous Motor Vehicle Operators,53-0000,53-3000,53-3090,NA,5,Broad
53-3099,"Motor Vehicle Operators, All Other",53-0000,53-3000,53-3090,53-3099,6,Detailed
53-4000,Rail Transportation Workers,53-0000,53-4000,NA,NA,3,Minor
53-4010,Locomotive Engineers and Operators,53-0000,53-4000,53-4010,NA,5,Broad
53-4011,Locomotive Engineers,53-0000,53-4000,53-4010,53-4011,6,Detailed
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-0000,53-4000,53-4010,53-4013,6,Detailed
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-0000,53-4000,53-4020,NA,5,Broad
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-0000,53-4000,53-4020,53-4022,6,Detailed
53-4030,Railroad Conductors and Yardmasters,53-0000,53-4000,53-4030,NA,5,Broad
53-4031,Railroad Conductors and Yardmasters,53-0000,53-4000,53-4030,53-4031,6,Detailed
53-4040,Subway and Streetcar Operators,53-0000,53-4000,53-4040,NA,5,Broad
53-4041,Subway and Streetcar Operators,53-0000,53-4000,53-4040,53-4041,6,Detailed
53-4090,Miscellaneous Rail Transportation Workers,53-0000,53-4000,53-4090,NA,5,Broad
53-4099,"Rail Transportation Workers, All Other",53-0000,53-4000,53-4090,53-4099,6,Detailed
53-5000,Water Transportation Workers,53-0000,53-5000,NA,NA,3,Minor
53-5010,Sailors and Marine Oilers,53-0000,53-5000,53-5010,NA,5,Broad
53-5011,Sailors and Marine Oilers,53-0000,53-5000,53-5010,53-5011,6,Detailed
53-5020,Ship and Boat Captains and Operators,53-0000,53-5000,53-5020,NA,5,Broad
53-5021,"Captains, Mates, and Pilots of Water Vessels",53-0000,53-5000,53-5020,53-5021,6,Detailed
53-5022,Motorboat Operators,53-0000,53-5000,53-5020,53-5022,6,Detailed
53-5030,Ship Engineers,53-0000,53-5000,53-5030,NA,5,Broad
53-5031,Ship Engineers,53-0000,53-5000,53-5030,53-5031,6,Detailed
53-6000,Other Transportation Workers,53-0000,53-6000,NA,NA,3,Minor
53-6010,Bridge and Lock Tenders,53-0000,53-6000,53-6010,NA,5,Broad
53-6011,Bridge and Lock Tenders,53-0000,53-6000,53-6010,53-6011,6,Detailed
53-6020,Parking Attendants,53-0000,53-6000,53-6020,NA,5,Broad
53-6021,Parking Attendants,53-0000,53-6000,53-6020,53-6021,6,Detailed
53-6030,Transportation Service Attendants,53-0000,53-6000,53-6030,NA,5,Broad
53-6031,Automotive and Watercraft Service Attendants,53-0000,53-6000,53-6030,53-6031,6,Detailed
53-6032,Aircraft Service Attendants,53-0000,53-6000,53-6030,53-6032,6,Detailed
53-6040,Traffic Technicians,53-0000,53-6000,53-6040,NA,5,Broad
53-6041,Traffic Technicians,53-0000,53-6000,53-6040,53-6041,6,Detailed
53-6050,Transportation Inspectors,53-0000,53-6000,53-6050,NA,5,Broad
53-6051,Transportation Inspectors,53-0000,53-6000,53-6050,53-6051,6,Detailed
53-6060,Passenger Attendants,53-0000,53-6000,53-6060,NA,5,Broad
53-6061,Passenger Attendants,53-0000,53-6000,53-6060,53-6061,6,Detailed
53-6090,Miscellaneous Transportation Workers,53-0000,53-6000,53-6090,NA,5,Broad
53-6099,"Transportation Workers, All Other",53-0000,53-6000,53-6090,53-6099,6,Detailed
53-7000,Material Moving Workers,53-0000,53-7000,NA,NA,3,Minor
53-7010,Conveyor Operators and Tenders,53-0000,53-7000,53-7010,NA,5,Broad
53-7011,Conveyor Operators and Tenders,53-0000,53-7000,53-7010,53-7011,6,Detailed
53-7020,Crane and Tower Operators,53-0000,53-7000,53-7020,NA,5,Broad
53-7021,Crane and Tower Operators,53-0000,53-7000,53-7020,53-7021,6,Detailed
53-7030,Dredge Operators,53-0000,53-7000,53-7030,NA,5,Broad
53-7031,Dredge Operators,53-0000,53-7000,53-7030,53-7031,6,Detailed
53-7040,Hoist and Winch Operators,53-0000,53-7000,53-7040,NA,5,Broad
53-7041,Hoist and Winch Operators,53-0000,53-7000,53-7040,53-7041,6,Detailed
53-7050,Industrial Truck and Tractor Operators,53-0000,53-7000,53-7050,NA,5,Broad
53-7051,Industrial Truck and Tractor Operators,53-0000,53-7000,53-7050,53-7051,6,Detailed
53-7060,Laborers and Material Movers,53-0000,53-7000,53-7060,NA,5,Broad
53-7061,Cleaners of Vehicles and Equipment,53-0000,53-7000,53-7060,53-7061,6,Detailed
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",53-0000,53-7000,53-7060,53-7062,6,Detailed
53-7063,Machine Feeders and Offbearers,53-0000,53-7000,53-7060,53-7063,6,Detailed
53-7064,"Packers and Packagers, Hand",53-0000,53-7000,53-7060,53-7064,6,Detailed
53-7065,Stockers and Order Fillers,53-0000,53-7000,53-7060,53-7065,6,Detailed
53-7070,Pumping Station Operators,53-0000,53-7000,53-7070,NA,5,Broad
53-7071,Gas Compressor and Gas Pumping Station Operators,53-0000,53-7000,53-7070,53-7071,6,Detailed
53-7072,"Pump Operators, Except Wellhead Pumpers",53-0000,53-7000,53-7070,53-7072,6,Detailed
53-7073,Wellhead Pumpers,53-0000,53-7000,53-7070,53-7073,6,Detailed
53-7080,Refuse and Recyclable Material Collectors,53-0000,53-7000,53-7080,NA,5,Broad
53-7081,Refuse and Recyclable Material Collectors,53-0000,53-7000,53-7080,53-7081,6,Detailed
53-7120,"Tank Car, Truck, and Ship Loaders",53-0000,53-7000,53-7120,NA,5,Broad
53-7121,"Tank Car, Truck, and Ship Loaders",53-0000,53-7000,53-7120,53-7121,6,Detailed
53-7190,Miscellaneous Material Moving Workers,53-0000,53-7000,53-7190,NA,5,Broad
53-7199,"Material Moving Workers, All Other",53-0000,53-7000,53-7190,53-7199,6,Detailed
55-0000,Military Specific Occupations,55-0000,NA,NA,NA,2,Major
55-1000,Military Officer Special and Tactical Operations Leaders,55-0000,55-1000,NA,NA,3,Minor
55-1010,Military Officer Special and Tactical Operations Leaders,55-0000,55-1000,55-1010,NA,5,Broad
55-1011,Air Crew Officers,55-0000,55-1000,55-1010,55-1011,6,Detailed
55-1012,Aircraft Launch and Recovery Officers,55-0000,55-1000,55-1010,55-1012,6,Detailed
55-1013,Armored Assault Vehicle Officers,55-0000,55-1000,55-1010,55-1013,6,Detailed
55-1014,Artillery and Missile Officers,55-0000,55-1000,55-1010,55-1014,6,Detailed
55-1015,Command and Control Center Officers,55-0000,55-1000,55-1010,55-1015,6,Detailed
55-1016,Infantry Officers,55-0000,55-1000,55-1010,55-1016,6,Detailed
55-1017,Special Forces Officers,55-0000,55-1000,55-1010,55-1017,6,Detailed
55-1019,"Military Officer Special and Tactical Operations Leaders, All Other",55-0000,55-1000,55-1010,55-1019,6,Detailed
55-2000,First-Line Enlisted Military Supervisors,55-0000,55-2000,NA,NA,3,Minor
55-2010,First-Line Enlisted Military Supervisors,55-0000,55-2000,55-2010,NA,5,Broad
55-2011,First-Line Supervisors of Air Crew Members,55-0000,55-2000,55-2010,55-2011,6,Detailed
55-2012,First-Line Supervisors of Weapons Specialists/Crew Members,55-0000,55-2000,55-2010,55-2012,6,Detailed
55-2013,First-Line Supervisors of All Other Tactical Operations Specialists,55-0000,55-2000,55-2010,55-2013,6,Detailed
55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-0000,55-3000,NA,NA,3,Minor
55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,55-0000,55-3000,55-3010,NA,5,Broad
55-3011,Air Crew Members,55-0000,55-3000,55-3010,55-3011,6,Detailed
55-3012,Aircraft Launch and Recovery Specialists,55-0000,55-3000,55-3010,55-3012,6,Detailed
55-3013,Armored Assault Vehicle Crew Members,55-0000,55-3000,55-3010,55-3013,6,Detailed
55-3014,Artillery and Missile Crew Members,55-0000,55-3000,55-3010,55-3014,6,Detailed
55-3015,Command and Control Center Specialists,55-0000,55-3000,55-3010,55-3015,6,Detailed
55-3016,Infantry,55-0000,55-3000,55-3010,55-3016,6,Detailed
55-3018,Special Forces,55-0000,55-3000,55-3010,55-3018,6,Detailed
55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",55-0000,55-3000,55-3010,55-3019,6,Detailed
